contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
contig_1532	7116	No	NA	11	1	0	Low-quality	Genome-fragment	1.95	HMM-based (lower-bound)	0.0	1.0	
contig_1535	2652	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_1537	6515	No	NA	14	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_1539	35193	No	NA	52	26	0	Medium-quality	Genome-fragment	85.49	AAI-based (high-confidence)	0.0	1.0	
contig_1542	31735	No	NA	69	19	0	High-quality	High-quality	99.67	AAI-based (medium-confidence)	0.0	1.0	
contig_1543	33118	No	NA	65	14	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
contig_1544	15453	No	NA	27	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_1545	41551	No	NA	75	15	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.02	
contig_1546	38963	No	NA	70	10	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
contig_1547	35347	No	NA	71	12	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contig_1549	40575	No	NA	74	17	0	Medium-quality	Genome-fragment	54.82	HMM-based (lower-bound)	0.0	1.0	
contig_1550	35720	No	NA	68	8	0	Low-quality	Genome-fragment	35.83	HMM-based (lower-bound)	0.0	1.0	
contig_1551	34409	No	NA	49	2	0	Low-quality	Genome-fragment	36.31	HMM-based (lower-bound)	0.0	1.01	
contig_1552	26758	No	NA	43	5	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.02	
contig_1553	7214	No	NA	9	1	0	Low-quality	Genome-fragment	4.1	HMM-based (lower-bound)	0.0	1.22	
contig_1554	36349	No	NA	66	5	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contig_1555	36429	No	NA	76	13	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contig_1556	6539	No	NA	11	3	0	Low-quality	Genome-fragment	41.23	AAI-based (high-confidence)	0.0	1.0	
contig_1557	5365	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_1558	29951	No	NA	51	13	0	High-quality	High-quality	92.31	AAI-based (medium-confidence)	0.0	1.0	
contig_1559	10989	No	NA	16	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.7	no viral genes detected; high kmer_freq may indicate large duplication
contig_1560	5911	No	NA	13	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.08	no viral genes detected
contig_16	26548	No	NA	47	8	0	Medium-quality	Genome-fragment	71.06	AAI-based (high-confidence)	0.0	1.0	
contig_163	1238	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_164	2125	No	NA	4	1	0	Low-quality	Genome-fragment	4.78	AAI-based (high-confidence)	0.0	1.0	
contig_165	2769	No	NA	4	1	0	Low-quality	Genome-fragment	1.36	HMM-based (lower-bound)	0.0	1.0	
contig_166	2713	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_167	1620	No	NA	3	2	0	Low-quality	Genome-fragment	4.43	AAI-based (high-confidence)	0.0	1.0	
contig_168	26659	No	NA	49	6	0	Medium-quality	Genome-fragment	76.31	AAI-based (high-confidence)	0.0	1.0	
contig_169	16030	No	NA	30	2	0	Medium-quality	Genome-fragment	69.37	AAI-based (high-confidence)	0.0	1.0	
contig_17	3234	No	NA	9	1	0	Low-quality	Genome-fragment	8.59	AAI-based (high-confidence)	0.0	1.01	
contig_170	9363	No	NA	11	6	0	Low-quality	Genome-fragment	42.36	AAI-based (high-confidence)	0.0	1.0	
contig_173	7718	No	NA	11	5	0	Low-quality	Genome-fragment	2.45	AAI-based (high-confidence)	0.0	1.01	
contig_174	32589	No	NA	58	9	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contig_175	1219	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_18	17994	No	NA	33	6	0	Low-quality	Genome-fragment	26.62	HMM-based (lower-bound)	0.0	1.0	
contig_183	10170	No	NA	24	3	0	Low-quality	Genome-fragment	48.43	AAI-based (high-confidence)	0.0	1.0	
contig_184	58762	No	NA	118	18	0	Medium-quality	Genome-fragment	86.36	HMM-based (lower-bound)	0.0	1.01	
contig_185	31011	No	NA	66	6	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contig_186	21189	No	NA	27	4	0	Low-quality	Genome-fragment	31.89	HMM-based (lower-bound)	0.0	1.0	
contig_188	13826	No	NA	28	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_189	34390	No	NA	56	4	0	Medium-quality	Genome-fragment	56.56	HMM-based (lower-bound)	0.0	1.0	
contig_19	2987	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_192	8032	No	NA	16	2	0	Low-quality	Genome-fragment	17.47	AAI-based (medium-confidence)	0.0	1.0	
contig_197	7652	No	NA	11	2	0	Low-quality	Genome-fragment	48.98	AAI-based (medium-confidence)	0.0	1.0	
contig_198	4994	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_199	14474	No	NA	27	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_2	7614	No	NA	10	2	0	Low-quality	Genome-fragment	25.25	AAI-based (medium-confidence)	0.0	1.0	
contig_20	10453	No	NA	25	1	1	Low-quality	Genome-fragment	4.64	HMM-based (lower-bound)	0.0	1.0	
contig_200	109562	No	NA	236	39	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.12	
contig_201	1654	No	NA	4	1	0	Low-quality	Genome-fragment	3.42	HMM-based (lower-bound)	0.0	1.0	
contig_202	16673	No	NA	27	5	1	Low-quality	Genome-fragment	27.45	AAI-based (high-confidence)	0.0	1.0	
contig_203	3778	No	NA	8	1	0	Low-quality	Genome-fragment	3.44	HMM-based (lower-bound)	0.0	1.0	
contig_204	6133	No	NA	7	0	0	Low-quality	Genome-fragment	18.82	AAI-based (medium-confidence)	0.0	1.01	no viral genes detected
contig_206	20220	No	NA	31	6	0	Low-quality	Genome-fragment	42.19	HMM-based (lower-bound)	0.0	1.0	
contig_207	19172	No	NA	37	7	0	Low-quality	Genome-fragment	32.09	AAI-based (medium-confidence)	0.0	1.0	
contig_208	6946	No	NA	11	3	0	Low-quality	Genome-fragment	9.73	HMM-based (lower-bound)	0.0	1.0	
contig_209	11202	No	NA	23	5	0	Low-quality	Genome-fragment	34.56	AAI-based (medium-confidence)	0.0	1.0	
contig_210	1521	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_211	1816	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_213	36935	No	NA	74	13	0	High-quality	High-quality	99.41	AAI-based (high-confidence)	0.0	1.0	
contig_214	5905	No	NA	14	2	0	Low-quality	Genome-fragment	3.37	HMM-based (lower-bound)	0.0	1.0	
contig_215	36484	No	NA	47	10	0	High-quality	High-quality	98.34	AAI-based (high-confidence)	0.0	1.0	
contig_218	2069	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_219	3090	No	NA	4	0	0	Low-quality	Genome-fragment	8.47	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
contig_220	4852	No	NA	10	3	0	Low-quality	Genome-fragment	5.68	HMM-based (lower-bound)	0.0	1.0	
contig_221	3061	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_222	13066	No	NA	22	14	0	Low-quality	Genome-fragment	28.0	AAI-based (high-confidence)	0.0	1.0	
contig_223	4122	No	NA	7	1	0	Low-quality	Genome-fragment	7.91	HMM-based (lower-bound)	0.0	1.0	
contig_224	1625	No	NA	4	2	0	Low-quality	Genome-fragment	3.12	HMM-based (lower-bound)	0.0	1.0	
contig_225	13356	No	NA	21	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
contig_226	4565	No	NA	8	5	0	Low-quality	Genome-fragment	10.9	AAI-based (high-confidence)	0.0	1.0	
contig_227	2015	No	NA	3	1	0	Low-quality	Genome-fragment	5.28	AAI-based (medium-confidence)	0.0	1.0	
contig_228	2013	No	NA	4	1	0	Low-quality	Genome-fragment	3.06	HMM-based (lower-bound)	0.0	1.0	
contig_23	32783	No	NA	60	9	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
contig_230	1436	No	NA	3	1	0	Low-quality	Genome-fragment	3.41	AAI-based (high-confidence)	0.0	1.0	
contig_233	6071	No	NA	15	5	0	Low-quality	Genome-fragment	17.32	AAI-based (medium-confidence)	0.0	1.0	
contig_234	5091	No	NA	13	2	0	Low-quality	Genome-fragment	14.4	AAI-based (high-confidence)	0.0	1.0	
contig_235	5153	No	NA	8	3	0	Low-quality	Genome-fragment	6.75	HMM-based (lower-bound)	0.0	1.0	
contig_236	5228	No	NA	12	3	0	Low-quality	Genome-fragment	14.73	AAI-based (high-confidence)	0.0	1.0	
contig_237	5328	No	NA	14	5	0	Low-quality	Genome-fragment	14.96	AAI-based (high-confidence)	0.0	1.0	
contig_24	25396	No	NA	42	7	3	Low-quality	Genome-fragment	39.52	AAI-based (medium-confidence)	0.0	1.01	
contig_241	568	No	NA	3	0	0	Low-quality	Genome-fragment	1.54	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
contig_242	2335	No	NA	5	1	0	Low-quality	Genome-fragment	6.34	AAI-based (high-confidence)	0.0	1.0	
contig_243	8981	No	NA	13	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.16	no viral genes detected
contig_246	31026	No	NA	60	17	0	High-quality	High-quality	96.16	AAI-based (medium-confidence)	0.0	1.0	
contig_249	7275	No	NA	18	2	0	Low-quality	Genome-fragment	4.15	HMM-based (lower-bound)	0.0	1.0	
contig_250	9488	No	NA	21	1	0	Low-quality	Genome-fragment	9.13	HMM-based (lower-bound)	0.0	1.0	
contig_251	2500	No	NA	3	1	0	Low-quality	Genome-fragment	5.57	AAI-based (high-confidence)	0.0	1.0	
contig_252	5217	No	NA	4	1	0	Low-quality	Genome-fragment	10.97	HMM-based (lower-bound)	0.0	1.0	
contig_253	14598	No	NA	27	7	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contig_254	9318	No	NA	15	2	0	Low-quality	Genome-fragment	15.11	HMM-based (lower-bound)	0.0	1.0	
contig_255	4157	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_256	29740	No	NA	43	4	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contig_257	14699	No	NA	15	4	0	Low-quality	Genome-fragment	20.2	HMM-based (lower-bound)	0.0	1.0	
contig_260	39070	No	NA	69	1	0	Medium-quality	Genome-fragment	82.22	HMM-based (lower-bound)	0.0	1.0	
contig_263	4455	No	NA	6	0	0	Low-quality	Genome-fragment	11.07	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
contig_264	15476	No	NA	36	3	0	Low-quality	Genome-fragment	14.58	HMM-based (lower-bound)	0.0	1.0	
contig_265	14074	No	NA	23	5	0	High-quality	High-quality	96.64	AAI-based (high-confidence)	0.0	1.0	
contig_266	14299	No	NA	22	5	0	High-quality	High-quality	99.46	AAI-based (high-confidence)	0.0	1.0	
contig_267	62774	No	NA	122	20	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.02	contig >1.5x longer than expected genome length
contig_268	30576	No	NA	55	15	0	High-quality	High-quality	95.21	AAI-based (high-confidence)	0.0	1.0	
contig_270	10582	No	NA	22	2	0	Low-quality	Genome-fragment	32.82	AAI-based (high-confidence)	0.0	1.0	
contig_271	35503	No	NA	70	16	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contig_274	13946	No	NA	21	6	0	Low-quality	Genome-fragment	42.81	AAI-based (medium-confidence)	0.0	1.0	
contig_28	1850	No	NA	4	0	0	Low-quality	Genome-fragment	5.17	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
contig_281	5354	No	NA	13	3	0	Low-quality	Genome-fragment	2.43	HMM-based (lower-bound)	0.0	1.0	
contig_282	2053	No	NA	4	1	0	Low-quality	Genome-fragment	1.1	HMM-based (lower-bound)	0.0	1.01	
contig_283	13311	No	NA	31	6	0	Low-quality	Genome-fragment	14.94	HMM-based (lower-bound)	0.0	1.0	
contig_284	24436	No	NA	45	4	0	Low-quality	Genome-fragment	36.17	HMM-based (lower-bound)	0.0	1.0	
contig_285	29409	No	NA	50	13	0	Medium-quality	Genome-fragment	63.07	AAI-based (high-confidence)	0.0	1.0	
contig_286	14288	No	NA	33	5	0	Low-quality	Genome-fragment	22.57	HMM-based (lower-bound)	0.0	1.0	
contig_287	3045	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_288	20192	No	NA	32	14	0	Low-quality	Genome-fragment	49.07	AAI-based (medium-confidence)	0.0	1.0	
contig_29	1797	No	NA	3	1	0	Low-quality	Genome-fragment	5.04	AAI-based (high-confidence)	0.0	1.0	
contig_292	15361	No	NA	21	14	0	Low-quality	Genome-fragment	37.14	AAI-based (high-confidence)	0.0	1.0	
contig_293	1295	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_294	3609	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
contig_295	3987	No	NA	6	1	0	Low-quality	Genome-fragment	3.74	AAI-based (medium-confidence)	0.0	1.0	
contig_296	16336	No	NA	18	4	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contig_297	12257	No	NA	27	5	0	Low-quality	Genome-fragment	17.43	HMM-based (lower-bound)	0.0	1.0	
contig_298	24522	No	NA	40	6	0	Medium-quality	Genome-fragment	54.02	AAI-based (high-confidence)	0.0	1.0	
contig_299	4634	No	NA	11	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_3	1333	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_30	2187	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_302	13036	No	NA	30	4	0	Low-quality	Genome-fragment	22.97	AAI-based (high-confidence)	0.0	1.0	
contig_303	12736	No	NA	30	5	0	Low-quality	Genome-fragment	23.49	HMM-based (lower-bound)	0.0	1.0	
contig_304	15161	No	NA	27	3	0	Low-quality	Genome-fragment	39.82	AAI-based (high-confidence)	0.0	1.0	
contig_305	12285	No	NA	26	1	2	Low-quality	Genome-fragment	16.09	HMM-based (lower-bound)	0.0	1.0	
contig_306	3484	No	NA	8	2	0	Low-quality	Genome-fragment	4.76	HMM-based (lower-bound)	0.0	1.0	
contig_308	29995	No	NA	59	5	1	Low-quality	Genome-fragment	36.9	HMM-based (lower-bound)	0.0	1.0	
contig_31	2748	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_312	3447	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_316	38647	No	NA	55	15	0	High-quality	High-quality	92.2	AAI-based (high-confidence)	0.0	1.0	
contig_32	11727	No	NA	24	4	0	Low-quality	Genome-fragment	17.24	HMM-based (lower-bound)	0.0	1.0	
contig_327	28676	No	NA	64	15	0	Medium-quality	Genome-fragment	76.82	AAI-based (high-confidence)	0.0	1.0	
contig_328	4180	No	NA	9	5	0	Low-quality	Genome-fragment	4.0	HMM-based (lower-bound)	0.0	1.0	
contig_329	991	No	NA	1	1	0	Low-quality	Genome-fragment	0.96	HMM-based (lower-bound)	0.0	1.0	
contig_33	691	No	NA	1	0	0	Low-quality	Genome-fragment	1.93	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
contig_330	3759	No	NA	10	5	0	Low-quality	Genome-fragment	10.35	AAI-based (high-confidence)	0.0	1.0	
contig_332	3247	No	NA	3	2	0	Low-quality	Genome-fragment	8.96	AAI-based (high-confidence)	0.0	1.0	
contig_333	3191	No	NA	4	2	0	Low-quality	Genome-fragment	8.93	AAI-based (high-confidence)	0.0	1.0	
contig_334	1665	No	NA	3	1	0	Low-quality	Genome-fragment	4.56	AAI-based (high-confidence)	0.0	1.0	
contig_335	2795	No	NA	6	1	0	Low-quality	Genome-fragment	7.59	AAI-based (high-confidence)	0.0	1.01	
contig_336	2588	No	NA	4	2	0	Low-quality	Genome-fragment	5.54	AAI-based (medium-confidence)	0.0	1.0	
contig_339	36638	No	NA	42	3	0	Medium-quality	Genome-fragment	61.28	HMM-based (lower-bound)	0.0	1.0	
contig_34	2340	No	NA	6	1	0	Low-quality	Genome-fragment	3.89	HMM-based (lower-bound)	0.0	1.0	
contig_342	33547	No	NA	63	10	0	Medium-quality	Genome-fragment	63.24	HMM-based (lower-bound)	0.0	1.0	
contig_343	15154	No	NA	20	6	0	Low-quality	Genome-fragment	32.25	AAI-based (medium-confidence)	0.0	1.0	
contig_344	28726	No	NA	44	11	0	Low-quality	Genome-fragment	47.02	HMM-based (lower-bound)	0.0	1.0	
contig_345	9365	No	NA	21	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_346	17307	No	NA	19	5	0	Low-quality	Genome-fragment	38.71	AAI-based (medium-confidence)	0.0	1.0	
contig_347	8386	No	NA	15	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_348	7144	No	NA	14	1	0	Low-quality	Genome-fragment	3.87	HMM-based (lower-bound)	0.0	1.0	
contig_349	2120	No	NA	3	1	0	Low-quality	Genome-fragment	1.28	HMM-based (lower-bound)	0.0	1.0	
contig_350	1372	No	NA	3	1	0	Low-quality	Genome-fragment	2.74	HMM-based (lower-bound)	0.0	1.0	
contig_351	3579	No	NA	7	1	0	Low-quality	Genome-fragment	6.44	HMM-based (lower-bound)	0.0	1.0	
contig_352	11774	No	NA	19	1	0	Low-quality	Genome-fragment	15.36	HMM-based (lower-bound)	0.0	1.0	
contig_353	5214	No	NA	11	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_354	4690	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_356	3425	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_36	24306	No	NA	57	11	0	Medium-quality	Genome-fragment	67.58	AAI-based (high-confidence)	0.0	1.04	
contig_37	7144	No	NA	14	1	0	Low-quality	Genome-fragment	1.9	HMM-based (lower-bound)	0.0	1.0	
contig_372	3163	No	NA	7	4	0	Low-quality	Genome-fragment	21.56	AAI-based (medium-confidence)	0.0	1.0	
contig_373	10204	No	NA	23	2	0	Medium-quality	Genome-fragment	67.16	AAI-based (high-confidence)	0.0	1.0	
contig_374	3176	No	NA	6	3	0	Low-quality	Genome-fragment	21.69	AAI-based (high-confidence)	0.0	1.0	
contig_375	10927	No	NA	9	0	0	Medium-quality	Genome-fragment	73.82	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
contig_376	7958	No	NA	13	3	0	Low-quality	Genome-fragment	17.03	AAI-based (medium-confidence)	0.0	1.0	
contig_377	15428	No	NA	20	2	0	High-quality	High-quality	92.95	AAI-based (high-confidence)	0.0	1.0	
contig_38	12394	No	NA	23	2	0	Low-quality	Genome-fragment	34.34	AAI-based (medium-confidence)	0.0	1.0	
contig_380	38690	No	NA	58	8	0	Medium-quality	Genome-fragment	50.91	HMM-based (lower-bound)	0.0	1.01	
contig_381	11931	No	NA	22	5	0	Low-quality	Genome-fragment	15.11	HMM-based (lower-bound)	0.0	1.0	
contig_382	36833	No	NA	70	6	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contig_383	62193	No	NA	103	15	0	Medium-quality	Genome-fragment	68.17	HMM-based (lower-bound)	0.0	1.0	
contig_384	12805	No	NA	19	1	0	Low-quality	Genome-fragment	5.45	HMM-based (lower-bound)	0.0	1.0	
contig_385	11302	No	NA	17	1	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	
contig_387	6339	No	NA	13	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_388	15332	No	NA	31	5	0	High-quality	High-quality	98.92	AAI-based (high-confidence)	0.0	1.0	
contig_389	12304	No	NA	28	2	0	Low-quality	Genome-fragment	11.02	HMM-based (lower-bound)	0.0	1.0	
contig_39	8163	No	NA	21	2	0	Low-quality	Genome-fragment	12.61	HMM-based (lower-bound)	0.0	1.0	
contig_390	785	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_392	9872	No	NA	23	1	0	Low-quality	Genome-fragment	5.94	HMM-based (lower-bound)	0.0	1.01	
contig_393	10348	No	NA	18	2	0	Low-quality	Genome-fragment	30.2	AAI-based (high-confidence)	0.0	1.0	
contig_394	8946	No	NA	18	3	0	Low-quality	Genome-fragment	6.01	HMM-based (lower-bound)	0.0	1.0	
contig_395	15216	No	NA	26	4	0	Low-quality	Genome-fragment	41.97	AAI-based (medium-confidence)	0.0	1.0	
contig_396	5282	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.02	no viral genes detected
contig_398	14834	No	NA	22	3	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contig_399	10318	No	NA	21	2	0	Low-quality	Genome-fragment	4.58	AAI-based (high-confidence)	0.0	1.0	
contig_4	2497	No	NA	4	1	0	Low-quality	Genome-fragment	2.36	AAI-based (medium-confidence)	0.0	1.0	
contig_400	15595	No	NA	17	0	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
contig_401	12604	No	NA	23	5	0	Low-quality	Genome-fragment	21.12	AAI-based (high-confidence)	0.0	1.0	
contig_402	1452	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.29	no viral genes detected
contig_403	6661	No	NA	14	1	0	Low-quality	Genome-fragment	9.43	HMM-based (lower-bound)	0.0	1.0	
contig_404	4650	No	NA	6	1	0	Low-quality	Genome-fragment	1.17	HMM-based (lower-bound)	0.0	1.0	
contig_41	9161	No	NA	17	4	0	Low-quality	Genome-fragment	24.06	AAI-based (high-confidence)	0.0	1.0	
contig_411	2377	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_412	25935	No	NA	40	7	0	Low-quality	Genome-fragment	48.32	AAI-based (medium-confidence)	0.0	1.0	
contig_413	33462	No	NA	50	22	0	Low-quality	Genome-fragment	42.75	HMM-based (lower-bound)	0.0	1.0	
contig_415	6419	No	NA	14	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_416	25060	No	NA	45	16	0	High-quality	High-quality	91.34	AAI-based (medium-confidence)	0.0	1.0	
contig_417	11917	No	NA	16	1	0	Low-quality	Genome-fragment	7.99	HMM-based (lower-bound)	0.0	1.03	
contig_418	4856	No	NA	4	0	0	Medium-quality	Genome-fragment	66.91	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
contig_419	2650	No	NA	7	0	1	Low-quality	Genome-fragment	0.73	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
contig_420	9728	No	NA	19	7	0	Low-quality	Genome-fragment	16.77	HMM-based (lower-bound)	0.0	1.0	
contig_421	34608	No	NA	65	10	0	Medium-quality	Genome-fragment	84.0	AAI-based (high-confidence)	0.0	1.0	
contig_423	1612	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_424	42208	No	NA	55	14	1	High-quality	High-quality	99.28	AAI-based (medium-confidence)	0.0	1.01	
contig_425	18912	No	NA	34	1	0	Low-quality	Genome-fragment	24.82	AAI-based (high-confidence)	0.0	1.0	
contig_426	24888	No	NA	39	4	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	contig >1.5x longer than expected genome length
contig_427	3275	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_428	14469	No	NA	34	4	0	Low-quality	Genome-fragment	29.55	HMM-based (lower-bound)	0.0	1.0	
contig_429	10268	No	NA	16	2	0	Low-quality	Genome-fragment	24.52	HMM-based (lower-bound)	0.0	1.0	
contig_434	56443	No	NA	107	34	0	High-quality	High-quality	93.09	AAI-based (high-confidence)	0.0	1.0	
contig_436	6617	No	NA	18	2	0	Low-quality	Genome-fragment	4.34	HMM-based (lower-bound)	0.0	1.0	
contig_437	38470	No	NA	71	9	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contig_438	14136	No	NA	22	3	0	High-quality	High-quality	95.32	AAI-based (medium-confidence)	0.0	1.0	
contig_439	4912	No	NA	7	2	0	Low-quality	Genome-fragment	9.37	HMM-based (lower-bound)	0.0	1.0	
contig_440	2672	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_441	1678	No	NA	3	2	0	Low-quality	Genome-fragment	3.05	HMM-based (lower-bound)	0.0	1.0	
contig_442	11556	No	NA	21	4	0	Low-quality	Genome-fragment	16.22	HMM-based (lower-bound)	0.0	1.0	
contig_443	19928	No	NA	34	6	0	Low-quality	Genome-fragment	33.93	AAI-based (medium-confidence)	0.0	1.0	
contig_444	1337	No	NA	3	1	0	Low-quality	Genome-fragment	2.19	AAI-based (high-confidence)	0.0	1.0	
contig_445	5999	No	NA	14	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_447	44035	No	NA	92	8	0	Low-quality	Genome-fragment	41.75	HMM-based (lower-bound)	0.0	1.01	
contig_448	2389	No	NA	6	2	0	Low-quality	Genome-fragment	2.63	HMM-based (lower-bound)	0.0	1.0	
contig_450	1967	No	NA	3	0	0	Low-quality	Genome-fragment	5.39	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
contig_452	1464	No	NA	3	0	0	Low-quality	Genome-fragment	4.07	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
contig_455	5671	No	NA	13	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_456	4964	No	NA	7	1	0	Low-quality	Genome-fragment	4.59	HMM-based (lower-bound)	0.0	1.0	
contig_457	7826	No	NA	14	1	0	Low-quality	Genome-fragment	4.73	HMM-based (lower-bound)	0.0	1.19	
contig_458	1542	No	NA	4	1	0	Low-quality	Genome-fragment	0.92	HMM-based (lower-bound)	0.0	1.0	
contig_459	1169	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_461	17655	No	NA	30	0	0	Low-quality	Genome-fragment	39.85	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
contig_462	15952	No	NA	21	4	0	Low-quality	Genome-fragment	45.59	AAI-based (medium-confidence)	0.0	1.0	
contig_463	9572	No	NA	24	2	0	Low-quality	Genome-fragment	17.59	AAI-based (high-confidence)	0.0	1.0	
contig_464	15280	No	NA	25	5	0	Low-quality	Genome-fragment	20.09	HMM-based (lower-bound)	0.0	1.0	
contig_465	11879	No	NA	17	6	0	Low-quality	Genome-fragment	11.01	HMM-based (lower-bound)	0.0	1.04	
contig_466	15678	No	NA	29	3	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
