idx1	idx2	id1	id2	tani	gani	ani	cov	num_alns	len_ratio
386	297	contig_253	contig_945	0.147737	0.163653	0.683548	0.239416	37	0.885210
297	391	contig_945	contig_1097	0.102592	0.105755	0.672580	0.157237	29	1.135353
391	297	contig_1097	contig_945	0.102592	0.099002	0.701463	0.141136	32	0.880783
297	395	contig_945	contig_1215	0.144596	0.134376	0.693367	0.193803	43	1.139039
395	297	contig_1215	contig_945	0.144596	0.156237	0.698364	0.223719	40	0.877933
297	412	contig_945	contig_959	0.618190	0.571827	0.823653	0.694257	33	1.168911
412	297	contig_959	contig_945	0.618190	0.672384	0.827388	0.812659	30	0.855497
297	431	contig_945	contig_60	0.389421	0.361652	0.749152	0.482748	34	1.215344
431	297	contig_60	contig_945	0.389421	0.423170	0.758520	0.557889	34	0.822812
297	508	contig_945	contig_998	0.124072	0.114972	0.674493	0.170457	29	1.446072
508	297	contig_998	contig_945	0.124072	0.137233	0.669949	0.204840	28	0.691529
299	452	contig_114	contig_1048	0.081595	0.072172	0.679083	0.106279	24	1.262320
452	299	contig_1048	contig_114	0.081595	0.093488	0.700865	0.133390	26	0.792192
299	459	contig_114	contig_1046	0.168431	0.161825	0.764165	0.211767	28	1.277048
459	299	contig_1046	contig_114	0.168431	0.176869	0.734496	0.240803	24	0.783056
299	648	contig_114	contig_112	0.080490	0.065534	0.763662	0.085815	13	2.092925
648	299	contig_112	contig_114	0.080490	0.111791	0.809041	0.138177	12	0.477800
299	721	contig_114	contig_113	0.076879	0.056581	0.743795	0.076070	13	2.561866
721	299	contig_113	contig_114	0.076879	0.128881	0.778511	0.165548	11	0.390340
299	724	contig_114	contig_562	0.081003	0.068396	0.719411	0.095073	17	2.582416
724	299	contig_562	contig_114	0.081003	0.113558	0.823261	0.137936	8	0.387234
299	858	contig_114	contig_115	0.356670	0.224496	0.921730	0.243559	4	4.142028
858	299	contig_115	contig_114	0.356670	0.904137	0.933820	0.968214	4	0.241428
299	887	contig_114	contig_1047	0.054336	0.031244	0.683089	0.045740	7	4.699199
887	299	contig_1047	contig_114	0.054336	0.162851	0.719343	0.226388	4	0.212802
299	1033	contig_114	contig_554	0.148950	0.090018	0.775853	0.116024	8	7.019667
1033	299	contig_554	contig_114	0.148950	0.562634	0.815366	0.690038	6	0.142457
299	1105	contig_114	contig_564	0.082963	0.044034	0.765890	0.057494	6	12.180267
1105	299	contig_564	contig_114	0.082963	0.557122	0.785565	0.709199	4	0.082100
300	305	contig_1087	contig_75	0.404239	0.409767	0.793271	0.516553	39	1.013710
305	300	contig_75	contig_1087	0.404239	0.398635	0.802748	0.496588	48	0.986476
300	331	contig_1087	contig_1148	0.109791	0.101157	0.691632	0.146258	23	1.051071
331	300	contig_1148	contig_1087	0.109791	0.118865	0.667148	0.178169	23	0.951411
300	361	contig_1087	contig_1360	0.070071	0.064072	0.656838	0.097546	21	1.087443
361	300	contig_1360	contig_1087	0.070071	0.076595	0.659599	0.116124	22	0.919589
300	578	contig_1087	contig_1429	0.218536	0.180038	0.695837	0.258736	27	1.700593
578	300	contig_1429	contig_1087	0.218536	0.284005	0.727733	0.390259	29	0.588030
300	606	contig_1087	contig_1430	0.245939	0.198029	0.731465	0.270730	31	1.848529
606	300	contig_1430	contig_1087	0.245939	0.334502	0.743899	0.449661	29	0.540971
300	715	contig_1087	contig_1556	0.454065	0.321033	0.831511	0.386084	12	2.499006
715	300	contig_1556	contig_1087	0.454065	0.786512	0.847003	0.928582	12	0.400159
300	794	contig_1087	contig_617	0.014291	0.009241	0.848315	0.010893	2	3.313932
794	300	contig_617	contig_1087	0.014291	0.031028	0.831522	0.037315	2	0.301756
301	311	contig_296	contig_1366	0.256933	0.247980	0.752834	0.329395	30	1.020554
311	301	contig_1366	contig_296	0.256933	0.266071	0.748638	0.355407	31	0.979860
301	334	contig_296	contig_1459	0.201622	0.203048	0.734174	0.276567	32	1.054888
334	301	contig_1459	contig_296	0.201622	0.200116	0.731241	0.273667	36	0.947968
301	352	contig_296	contig_501	0.243865	0.235982	0.727221	0.324498	49	1.071424
352	301	contig_501	contig_296	0.243865	0.252312	0.735283	0.343149	44	0.933337
301	504	contig_296	contig_671	0.109702	0.086068	0.708312	0.121511	19	1.411196
504	301	contig_671	contig_296	0.109702	0.143055	0.685714	0.208621	24	0.708619
301	606	contig_296	contig_1430	0.040356	0.033484	0.688050	0.048666	14	1.847964
606	301	contig_1430	contig_296	0.040356	0.053054	0.705263	0.075226	11	0.541136
301	715	contig_296	contig_1556	0.070514	0.058705	0.658654	0.089128	18	2.498241
715	301	contig_1556	contig_296	0.070514	0.100015	0.684817	0.146047	14	0.400282
302	844	contig_983	contig_985	0.106516	0.068268	0.750676	0.090943	12	3.890509
844	302	contig_985	contig_983	0.106516	0.255319	0.747899	0.341382	9	0.257036
304	1044	contig_1175	contig_1392	0.076802	0.046615	0.694931	0.067079	11	7.029552
1044	304	contig_1392	contig_1175	0.076802	0.289005	0.743017	0.388961	11	0.142257
305	361	contig_75	contig_1360	0.063762	0.063151	0.671947	0.093983	17	1.072736
361	305	contig_1360	contig_75	0.063762	0.064417	0.701958	0.091768	13	0.932196
305	392	contig_75	contig_1417	0.041264	0.043362	0.674060	0.064330	13	1.110805
392	305	contig_1417	contig_75	0.041264	0.038933	0.639864	0.060846	13	0.900248
305	492	contig_75	contig_1344	0.056616	0.050868	0.638629	0.079653	16	1.347375
492	305	contig_1344	contig_75	0.056616	0.064360	0.680813	0.094534	18	0.742184
305	578	contig_75	contig_1429	0.211901	0.176675	0.707226	0.249814	26	1.677594
578	305	contig_1429	contig_75	0.211901	0.270996	0.739353	0.366531	27	0.596092
305	606	contig_75	contig_1430	0.240104	0.194293	0.723994	0.268362	28	1.823529
606	305	contig_1430	contig_75	0.240104	0.323643	0.763340	0.423982	25	0.548387
305	715	contig_75	contig_1556	0.294717	0.215819	0.767144	0.281328	25	2.465209
715	305	contig_1556	contig_75	0.294717	0.489219	0.786575	0.621961	18	0.405645
305	847	contig_75	contig_666	0.058302	0.040509	0.683770	0.059243	12	3.864781
847	305	contig_666	contig_75	0.058302	0.127068	0.699208	0.181731	9	0.258747
307	349	contig_1291	contig_464	0.031246	0.033263	0.640719	0.051915	15	1.052618
349	307	contig_464	contig_1291	0.031246	0.029123	0.620642	0.046924	12	0.950012
307	462	contig_1291	contig_1273	0.116089	0.107436	0.724225	0.148346	19	1.256661
462	307	contig_1273	contig_1291	0.116089	0.126963	0.736961	0.172279	14	0.795760
308	381	contig_504	contig_1529	0.067092	0.028219	0.633566	0.044540	9	1.093454
381	308	contig_1529	contig_504	0.067092	0.109597	0.709749	0.154417	25	0.914533
309	311	contig_1151	contig_1366	0.241599	0.238250	0.741704	0.321219	35	1.002187
311	309	contig_1366	contig_1151	0.241599	0.244955	0.744871	0.328856	41	0.997818
309	334	contig_1151	contig_1459	0.143365	0.144683	0.720360	0.200848	33	1.035903
334	309	contig_1459	contig_1151	0.143365	0.141999	0.724070	0.196113	27	0.965341
309	356	contig_1151	contig_946	0.190769	0.185201	0.784526	0.236068	27	1.055395
356	309	contig_946	contig_1151	0.190769	0.196645	0.763669	0.257500	21	0.947513
309	442	contig_1151	contig_528	0.064291	0.061588	0.658667	0.093505	16	1.208164
442	309	contig_528	contig_1151	0.064291	0.067555	0.684733	0.098659	18	0.827702
309	528	contig_1151	contig_670	0.096115	0.077609	0.711022	0.109151	24	1.466898
528	309	contig_670	contig_1151	0.096115	0.123263	0.709474	0.173738	22	0.681711
309	558	contig_1151	contig_373	0.069344	0.051240	0.692502	0.073993	15	1.572129
558	309	contig_373	contig_1151	0.069344	0.097805	0.672054	0.145531	21	0.636080
309	847	contig_1151	contig_666	0.044674	0.031293	0.701117	0.044633	9	3.846080
847	309	contig_666	contig_1151	0.044674	0.096140	0.750936	0.128027	6	0.260005
310	588	contig_169	contig_170	0.108455	0.091454	0.768344	0.119027	14	1.712058
588	310	contig_170	contig_169	0.108455	0.137563	0.763485	0.180177	11	0.584092
311	327	contig_1366	contig_926	0.079474	0.079278	0.660593	0.120010	27	1.020269
327	311	contig_926	contig_1366	0.079474	0.079674	0.690989	0.115304	22	0.980134
311	334	contig_1366	contig_1459	0.531991	0.524021	0.829838	0.631474	35	1.033643
334	311	contig_1459	contig_1366	0.531991	0.540230	0.823831	0.655754	36	0.967452
311	352	contig_1366	contig_501	0.206214	0.208159	0.723719	0.287624	34	1.049846
352	311	contig_501	contig_1366	0.206214	0.204171	0.733333	0.278415	30	0.952521
311	504	contig_1366	contig_671	0.220426	0.201100	0.756522	0.265821	27	1.382775
504	311	contig_671	contig_1366	0.220426	0.247149	0.755679	0.327056	28	0.723184
311	528	contig_1366	contig_670	0.212114	0.184482	0.711909	0.259137	30	1.463698
528	311	contig_670	contig_1366	0.212114	0.252560	0.723037	0.349305	30	0.683201
311	713	contig_1366	contig_503	0.061133	0.041294	0.675179	0.061161	13	2.431566
713	311	contig_503	contig_1366	0.061133	0.109373	0.688337	0.158894	13	0.411258
311	847	contig_1366	contig_666	0.158192	0.102768	0.744681	0.138002	15	3.837689
847	311	contig_666	contig_1366	0.158192	0.370894	0.754266	0.491729	17	0.260573
312	602	contig_96	contig_672	0.229912	0.183671	0.837753	0.219242	24	1.788462
602	312	contig_672	contig_96	0.229912	0.312612	0.882854	0.354092	18	0.559140
312	794	contig_96	contig_617	0.093754	0.062328	0.798239	0.078082	13	3.243967
794	312	contig_617	contig_96	0.093754	0.195701	0.821976	0.238086	12	0.308265
312	808	contig_96	contig_616	0.039485	0.037259	0.654945	0.056889	15	3.370417
808	312	contig_616	contig_96	0.039485	0.046987	0.835206	0.056258	3	0.296699
313	368	contig_514	contig_1407	0.076401	0.071357	0.711167	0.100338	23	1.076913
368	313	contig_1407	contig_514	0.076401	0.081834	0.680875	0.120189	24	0.928580
313	369	contig_514	contig_654	0.059719	0.048510	0.687666	0.070543	16	1.076913
369	313	contig_654	contig_514	0.059719	0.071790	0.659035	0.108932	23	0.928580
313	371	contig_514	contig_977	0.196837	0.191850	0.711137	0.269780	39	1.078294
371	313	contig_977	contig_514	0.196837	0.202214	0.722799	0.279765	32	0.927391
313	388	contig_514	contig_633	0.098562	0.088383	0.673664	0.131197	24	1.097027
388	313	contig_633	contig_514	0.098562	0.109730	0.646702	0.169677	27	0.911555
313	453	contig_514	contig_1212	0.194164	0.178956	0.716003	0.249937	29	1.230437
453	313	contig_1212	contig_514	0.194164	0.212877	0.708173	0.300601	30	0.812719
313	456	contig_514	contig_1214	0.209207	0.186342	0.719778	0.258888	37	1.237107
456	313	contig_1214	contig_514	0.209207	0.237494	0.714918	0.332198	37	0.808338
313	577	contig_514	contig_928	0.060656	0.053205	0.667190	0.079745	14	1.662262
577	313	contig_928	contig_514	0.060656	0.073041	0.674352	0.108313	10	0.601590
314	503	contig_462	contig_704	0.039180	0.039995	0.620623	0.064443	13	1.373633
503	314	contig_704	contig_462	0.039180	0.038061	0.650000	0.058555	8	0.727996
314	520	contig_462	contig_692	0.271522	0.234892	0.776580	0.302470	22	1.444404
520	314	contig_692	contig_462	0.271522	0.324430	0.784713	0.413437	21	0.692327
314	534	contig_462	contig_703	0.308273	0.262851	0.792328	0.331745	26	1.477447
534	314	contig_703	contig_462	0.308273	0.375382	0.819284	0.458183	20	0.676843
314	593	contig_462	contig_41	0.099908	0.078548	0.738362	0.106382	11	1.741295
593	314	contig_41	contig_462	0.099908	0.137103	0.712826	0.192337	14	0.574285
314	666	contig_462	contig_700	0.108119	0.089393	0.760128	0.117603	14	2.165920
666	314	contig_700	contig_462	0.108119	0.148676	0.788337	0.188595	8	0.461698
314	680	contig_462	contig_702	0.110063	0.087575	0.686486	0.127570	18	2.230113
680	314	contig_702	contig_462	0.110063	0.160212	0.732268	0.218789	16	0.448408
316	424	contig_1082	contig_558	0.409698	0.381051	0.780654	0.488118	27	1.151691
424	316	contig_558	contig_1082	0.409698	0.442691	0.772457	0.573094	34	0.868289
316	818	contig_1082	contig_299	0.021276	0.018106	0.751958	0.024079	5	3.432456
818	316	contig_299	contig_1082	0.021276	0.032154	0.980263	0.032801	1	0.291337
316	1003	contig_1082	contig_1171	0.008140	0.004715	0.892857	0.005281	1	6.306899
1003	316	contig_1171	contig_1082	0.008140	0.029738	0.892857	0.033307	1	0.158557
318	331	contig_1282	contig_1148	0.129745	0.130886	0.682759	0.191702	33	1.021676
331	318	contig_1148	contig_1282	0.129745	0.128578	0.689548	0.186467	33	0.978784
318	412	contig_1282	contig_959	0.055248	0.051750	0.657600	0.078696	13	1.125886
412	318	contig_959	contig_1282	0.055248	0.059186	0.679414	0.087114	14	0.888189
318	606	contig_1282	contig_1430	0.056099	0.046965	0.658429	0.071330	15	1.796833
606	318	contig_1430	contig_1282	0.056099	0.072511	0.704396	0.102941	10	0.556535
319	474	contig_1293	contig_38	0.021064	0.023403	0.667266	0.035072	8	1.279087
474	319	contig_38	contig_1293	0.021064	0.018073	0.775087	0.023318	4	0.781808
319	744	contig_1293	contig_1494	0.145527	0.108244	0.698413	0.154986	19	2.698383
744	319	contig_1494	contig_1293	0.145527	0.246128	0.749223	0.328511	14	0.370592
319	750	contig_1293	contig_1250	0.042418	0.035135	0.612761	0.057339	14	2.795451
750	319	contig_1250	contig_1293	0.042418	0.062776	0.679389	0.092400	9	0.357724
319	757	contig_1293	contig_1270	0.267965	0.180912	0.799108	0.226392	16	2.828368
757	319	contig_1270	contig_1293	0.267965	0.514184	0.785072	0.654951	17	0.353561
319	814	contig_1293	contig_1462	0.043807	0.026935	0.723729	0.037217	7	3.395374
814	319	contig_1462	contig_1293	0.043807	0.101092	0.704478	0.143500	10	0.294518
319	831	contig_1293	contig_1193	0.201776	0.125907	0.893465	0.140920	8	3.589088
831	319	contig_1193	contig_1293	0.201776	0.474077	0.888041	0.533847	8	0.278622
319	852	contig_1293	contig_1279	0.094873	0.064278	0.702759	0.091465	15	3.866585
852	319	contig_1279	contig_1293	0.094873	0.213171	0.740678	0.287805	10	0.258626
319	859	contig_1293	contig_1269	0.190113	0.118526	0.800597	0.148048	5	4.012402
859	319	contig_1269	contig_1293	0.190113	0.477348	0.799491	0.597064	5	0.249227
319	871	contig_1293	contig_330	0.134458	0.082950	0.813234	0.102000	7	4.217345
871	319	contig_330	contig_1293	0.134458	0.351689	0.811043	0.433626	6	0.237116
319	878	contig_1293	contig_1310	0.142674	0.090961	0.788409	0.115372	10	4.398724
878	319	contig_1310	contig_1293	0.142674	0.370144	0.776033	0.476970	6	0.227339
319	907	contig_1293	contig_1195	0.155742	0.093989	0.909646	0.103324	5	4.859902
907	319	contig_1195	contig_1293	0.155742	0.455855	0.924751	0.492949	6	0.205765
319	908	contig_1293	contig_332	0.273508	0.169873	0.828106	0.205135	7	4.882353
908	319	contig_332	contig_1293	0.273508	0.779489	0.850470	0.916538	6	0.204819
319	915	contig_1293	contig_333	0.298099	0.182994	0.906279	0.201918	5	4.968035
915	319	contig_333	contig_1293	0.298099	0.869947	0.926878	0.938577	2	0.201287
319	995	contig_1293	contig_336	0.049401	0.030089	0.691304	0.043525	7	6.125580
995	319	contig_336	contig_1293	0.049401	0.167697	0.710311	0.236090	6	0.163250
319	997	contig_1293	contig_657	0.013783	0.009210	0.629310	0.014634	3	6.154115
997	319	contig_657	contig_1293	0.013783	0.041925	0.666667	0.062888	2	0.162493
319	1082	contig_1293	contig_334	0.157723	0.091970	0.799781	0.114994	6	9.521321
1082	319	contig_334	contig_1293	0.157723	0.783784	0.840309	0.932733	6	0.105027
320	359	contig_1460	contig_1021	0.092507	0.096341	0.652285	0.147697	37	1.049738
359	320	contig_1021	contig_1460	0.092507	0.088483	0.666334	0.132790	29	0.952618
320	362	contig_1460	contig_683	0.174243	0.185237	0.681523	0.271798	40	1.055611
362	320	contig_683	contig_1460	0.174243	0.162637	0.708648	0.229504	32	0.947319
320	608	contig_1460	contig_1141	0.128028	0.106877	0.723932	0.147634	16	1.802570
608	320	contig_1141	contig_1460	0.128028	0.166155	0.751930	0.220971	14	0.554763
321	335	contig_1349	contig_844	0.119957	0.113319	0.745228	0.152060	19	1.023903
335	321	contig_844	contig_1349	0.119957	0.126752	0.717630	0.176626	19	0.976655
321	510	contig_1349	contig_487	0.247873	0.221465	0.732471	0.302353	28	1.402815
510	321	contig_487	contig_1349	0.247873	0.284918	0.755456	0.377146	28	0.712853
321	513	contig_1349	contig_485	0.253992	0.223863	0.760557	0.294340	23	1.414205
513	321	contig_485	contig_1349	0.253992	0.296600	0.773563	0.383421	22	0.707111
321	610	contig_1349	contig_849	0.108450	0.081961	0.745695	0.109912	16	1.820469
610	321	contig_849	contig_1349	0.108450	0.156674	0.744135	0.210544	15	0.549309
321	614	contig_1349	contig_850	0.124388	0.099754	0.743300	0.134204	16	1.832890
614	321	contig_850	contig_1349	0.124388	0.169539	0.784377	0.216144	14	0.545586
321	641	contig_1349	contig_848	0.132030	0.103729	0.726148	0.142848	14	1.973232
641	321	contig_848	contig_1349	0.132030	0.187874	0.718229	0.261579	22	0.506783
321	661	contig_1349	contig_851	0.138310	0.105369	0.711547	0.148085	20	2.097816
661	321	contig_851	contig_1349	0.138310	0.207412	0.715199	0.290007	14	0.476686
321	810	contig_1349	contig_486	0.155986	0.097041	0.722405	0.134330	11	3.359975
810	321	contig_486	contig_1349	0.155986	0.354039	0.721382	0.490778	15	0.297621
322	442	contig_1457	contig_528	0.137148	0.133165	0.693703	0.191962	35	1.189938
442	322	contig_528	contig_1457	0.137148	0.141889	0.722947	0.196264	24	0.840380
322	531	contig_1457	contig_375	0.101059	0.085886	0.691641	0.124177	20	1.445960
531	322	contig_375	contig_1457	0.101059	0.122998	0.706625	0.174064	21	0.691582
322	558	contig_1457	contig_373	0.130095	0.113101	0.673323	0.167975	26	1.548412
558	322	contig_373	contig_1457	0.130095	0.156409	0.684391	0.228538	23	0.645823
322	606	contig_1457	contig_1430	0.026705	0.023608	0.649826	0.036329	9	1.787330
606	322	contig_1430	contig_1457	0.026705	0.032240	0.686747	0.046946	7	0.559494
322	919	contig_1457	contig_372	0.046512	0.026709	0.643293	0.041519	6	4.995258
919	322	contig_372	contig_1457	0.046512	0.145432	0.660920	0.220044	6	0.200190
323	485	contig_1088	contig_863	0.104810	0.095654	0.686988	0.139237	19	1.305383
485	323	contig_863	contig_1088	0.104810	0.116762	0.696940	0.167535	23	0.766059
323	615	contig_1088	contig_1470	0.248156	0.201254	0.744202	0.270429	23	1.830898
615	323	contig_1470	contig_1088	0.248156	0.334029	0.759894	0.439573	24	0.546180
323	694	contig_1088	contig_1036	0.035007	0.027429	0.740171	0.037058	6	2.279896
694	323	contig_1036	contig_1088	0.035007	0.052282	0.790393	0.066147	4	0.438616
323	754	contig_1088	contig_1335	0.068156	0.047827	0.682640	0.070062	12	2.793982
754	323	contig_1335	contig_1088	0.068156	0.124956	0.685437	0.182301	11	0.357912
323	853	contig_1088	contig_1431	0.245939	0.163119	0.748764	0.217851	17	3.853063
853	323	contig_1431	contig_1088	0.245939	0.565048	0.786078	0.718819	16	0.259534
325	327	contig_1358	contig_926	0.065502	0.058622	0.661175	0.088663	19	1.003569
327	325	contig_926	contig_1358	0.065502	0.072407	0.671792	0.107783	28	0.996443
325	361	contig_1358	contig_1360	0.333777	0.318196	0.744096	0.427628	48	1.047781
361	325	contig_1360	contig_1358	0.333777	0.350103	0.743920	0.470620	46	0.954398
325	386	contig_1358	contig_253	0.069901	0.072340	0.624452	0.115846	25	1.078572
386	325	contig_253	contig_1358	0.069901	0.067269	0.653360	0.102959	20	0.927151
325	492	contig_1358	contig_1344	0.395575	0.358781	0.751497	0.477421	38	1.316031
492	325	contig_1344	contig_1358	0.395575	0.443999	0.768964	0.577399	41	0.759860
325	496	contig_1358	contig_758	0.058117	0.044522	0.647874	0.068720	21	1.332064
496	325	contig_758	contig_1358	0.058117	0.076227	0.635850	0.119882	23	0.750715
325	524	contig_1358	contig_643	0.319369	0.274309	0.765102	0.358527	39	1.432796
524	325	contig_643	contig_1358	0.319369	0.383929	0.784055	0.489671	32	0.697936
325	925	contig_1358	contig_1508	0.171130	0.113750	0.716400	0.158781	15	5.116997
925	325	contig_1508	contig_1358	0.171130	0.464738	0.768817	0.604485	15	0.195427
327	356	contig_926	contig_946	0.408204	0.410542	0.778651	0.527248	30	1.032171
356	327	contig_946	contig_926	0.408204	0.405789	0.774388	0.524013	33	0.968832
327	442	contig_926	contig_528	0.429005	0.397731	0.814621	0.488240	22	1.181579
442	327	contig_528	contig_926	0.429005	0.465959	0.822411	0.566576	22	0.846325
327	531	contig_926	contig_375	0.373610	0.322838	0.791901	0.407674	29	1.435801
531	327	contig_375	contig_926	0.373610	0.446509	0.796571	0.560538	29	0.696475
327	558	contig_926	contig_373	0.334569	0.276053	0.811353	0.340238	16	1.537534
558	327	contig_373	contig_926	0.334569	0.424539	0.822323	0.516268	16	0.650392
327	916	contig_926	contig_374	0.251789	0.156352	0.769207	0.203263	5	4.939861
916	327	contig_374	contig_926	0.251789	0.723237	0.809658	0.893262	8	0.202435
327	919	contig_926	contig_372	0.275674	0.167442	0.816853	0.204984	3	4.960164
919	327	contig_372	contig_926	0.275674	0.812520	0.833604	0.974708	3	0.201606
327	1084	contig_926	contig_526	0.037268	0.020396	0.675105	0.030212	5	9.537386
1084	327	contig_526	contig_926	0.037268	0.198176	0.705628	0.280851	5	0.104851
328	331	contig_466	contig_1148	0.256173	0.266105	0.711581	0.373964	47	1.008426
331	328	contig_1148	contig_466	0.256173	0.246157	0.725223	0.339422	34	0.991644
328	526	contig_466	contig_1064	0.151505	0.122847	0.678408	0.181082	26	1.429431
526	328	contig_1064	contig_466	0.151505	0.192469	0.697160	0.276076	26	0.699579
328	572	contig_466	contig_1065	0.165451	0.142556	0.689389	0.206787	20	1.596213
572	328	contig_1065	contig_466	0.165451	0.201996	0.690808	0.292405	27	0.626483
328	715	contig_466	contig_1556	0.110546	0.090955	0.644957	0.141026	26	2.397614
715	328	contig_1556	contig_466	0.110546	0.157516	0.688503	0.228781	19	0.417081
328	786	contig_466	contig_1066	0.194667	0.139431	0.734790	0.189756	19	3.051976
786	328	contig_1066	contig_466	0.194667	0.363247	0.733779	0.495036	14	0.327657
328	1108	contig_466	contig_467	0.076109	0.040311	0.826144	0.048794	2	11.841390
1108	328	contig_467	contig_466	0.076109	0.500000	0.837975	0.596677	3	0.084450
329	330	contig_400	contig_1382	0.300924	0.291824	0.741205	0.393716	48	1.002314
330	329	contig_1382	contig_400	0.300924	0.310046	0.735815	0.421364	59	0.997692
329	362	contig_400	contig_683	0.262365	0.247900	0.737505	0.336133	38	1.038628
362	329	contig_683	contig_400	0.262365	0.277389	0.735476	0.377156	42	0.962809
329	502	contig_400	contig_508	0.402467	0.360244	0.747572	0.481885	39	1.339546
502	329	contig_508	contig_400	0.402467	0.459028	0.764193	0.600670	40	0.746521
329	577	contig_400	contig_928	0.125050	0.102725	0.704485	0.145816	23	1.622620
577	329	contig_928	contig_400	0.125050	0.161274	0.740564	0.217771	23	0.616287
330	362	contig_1382	contig_683	0.519167	0.503117	0.802954	0.626583	41	1.036230
362	330	contig_683	contig_1382	0.519167	0.535798	0.811724	0.660073	34	0.965036
330	368	contig_1382	contig_1407	0.049878	0.040877	0.671595	0.060865	12	1.048804
368	330	contig_1407	contig_1382	0.049878	0.059319	0.642805	0.092282	16	0.953467
330	388	contig_1382	contig_633	0.094748	0.086831	0.693176	0.125265	21	1.068393
388	330	contig_633	contig_1382	0.094748	0.103207	0.662698	0.155737	22	0.935986
330	502	contig_1382	contig_508	0.209183	0.186966	0.699952	0.267112	36	1.336454
502	330	contig_508	contig_1382	0.209183	0.238876	0.707814	0.337485	35	0.748249
330	577	contig_1382	contig_928	0.106635	0.093386	0.682801	0.136770	33	1.618874
577	330	contig_928	contig_1382	0.106635	0.128082	0.691573	0.185204	24	0.617713
330	579	contig_1382	contig_1320	0.095848	0.085545	0.664503	0.128736	21	1.623266
579	330	contig_1320	contig_1382	0.095848	0.112572	0.676913	0.166302	19	0.616042
330	608	contig_1382	contig_1141	0.059256	0.053088	0.619190	0.085738	19	1.769476
608	330	contig_1141	contig_1382	0.059256	0.070169	0.674317	0.104060	14	0.565139
331	375	contig_1148	contig_791	0.254408	0.249759	0.712739	0.350421	50	1.054821
375	331	contig_791	contig_1148	0.254408	0.259312	0.719638	0.360337	53	0.948029
331	526	contig_1148	contig_1064	0.399057	0.338715	0.804215	0.421175	37	1.417487
526	331	contig_1064	contig_1148	0.399057	0.484592	0.802022	0.604212	32	0.705474
331	572	contig_1148	contig_1065	0.410540	0.344890	0.837682	0.411719	32	1.582875
572	331	contig_1065	contig_1148	0.410540	0.514457	0.875737	0.587457	24	0.631762
331	715	contig_1148	contig_1556	0.113239	0.078214	0.704111	0.111083	11	2.377581
715	331	contig_1556	contig_1148	0.113239	0.196513	0.704882	0.278789	16	0.420596
331	786	contig_1148	contig_1066	0.309031	0.212967	0.794386	0.268090	15	3.026475
786	331	contig_1066	contig_1148	0.309031	0.599766	0.820725	0.730777	12	0.330417
332	336	contig_468	contig_264	0.367142	0.356711	0.773006	0.461459	47	1.004265
336	332	contig_264	contig_468	0.367142	0.377617	0.752511	0.501809	44	0.995753
332	393	contig_468	contig_1384	0.206446	0.194441	0.768761	0.252928	33	1.072602
393	332	contig_1384	contig_468	0.206446	0.219324	0.738040	0.297170	33	0.932312
332	400	contig_468	contig_1024	0.277770	0.263930	0.781631	0.337666	32	1.079306
400	332	contig_1024	contig_468	0.277770	0.292708	0.787115	0.371875	40	0.926522
332	406	contig_468	contig_1040	0.179538	0.174752	0.718328	0.243276	22	1.091433
406	332	contig_1040	contig_468	0.179538	0.184761	0.714946	0.258427	28	0.916227
332	410	contig_468	contig_1207	0.288993	0.279501	0.780172	0.358255	35	1.099929
410	332	contig_1207	contig_468	0.288993	0.299434	0.799056	0.374735	30	0.909149
332	626	contig_468	contig_55	0.155109	0.114979	0.755603	0.152168	20	1.890294
626	332	contig_55	contig_468	0.155109	0.230966	0.757781	0.304792	22	0.529018
332	653	contig_468	contig_50	0.120516	0.088470	0.740043	0.119547	16	2.016347
653	332	contig_50	contig_468	0.120516	0.185132	0.771769	0.239881	18	0.495946
332	699	contig_468	contig_1139	0.096047	0.076888	0.684814	0.112276	20	2.278218
699	332	contig_1139	contig_468	0.096047	0.139695	0.710664	0.196570	13	0.438940
332	726	contig_468	contig_51	0.139446	0.095097	0.714355	0.133123	18	2.460735
726	332	contig_51	contig_468	0.139446	0.248575	0.745843	0.333281	18	0.406383
332	838	contig_468	contig_53	0.242412	0.162913	0.807398	0.201776	11	3.621156
838	332	contig_53	contig_468	0.242412	0.530289	0.850841	0.623253	9	0.276155
332	842	contig_468	contig_1137	0.067287	0.050830	0.653974	0.077725	8	3.679451
842	332	contig_1137	contig_468	0.067287	0.127841	0.680101	0.187973	8	0.271780
332	901	contig_468	contig_52	0.091078	0.066401	0.726761	0.091365	12	4.695468
901	332	contig_52	contig_468	0.091078	0.206949	0.842558	0.245619	5	0.212971
332	1081	contig_468	contig_829	0.046141	0.032042	0.720695	0.044460	5	9.328932
1081	332	contig_829	contig_468	0.046141	0.177671	0.802168	0.221489	4	0.107193
333	399	contig_613	contig_1303	0.277191	0.269576	0.787925	0.342134	33	1.073751
399	333	contig_1303	contig_613	0.277191	0.285368	0.779292	0.366188	32	0.931315
333	445	contig_613	contig_820	0.164166	0.146085	0.722542	0.202182	28	1.170899
445	333	contig_820	contig_613	0.164166	0.185336	0.714869	0.259259	21	0.854044
333	536	contig_613	contig_824	0.086195	0.083984	0.656077	0.128010	25	1.437680
536	333	contig_824	contig_613	0.086195	0.089374	0.691810	0.129188	18	0.695565
333	563	contig_613	contig_1476	0.096358	0.085921	0.673924	0.127493	19	1.533611
