gene	start	stop	frame	contig	score	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	mmseqs_top_hit	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	custom_hmm_id	custom_hmm_bitscore	custom_hmm_evalue	phrog	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	transl_table
contig_58_CDS_0046	13312	13464	+	contig_58	-3.9915380881514553	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0047	13665	14111	+	contig_58	-56820.689936773226	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	37344	44.36248	4.415643529888876e-11	No_custom_HMM	No_custom_HMM	No_custom_HMM	37344	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0048	14112	14513	+	contig_58	-8618.525402521047	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0049	14541	14726	+	contig_58	-0.8279120538177202	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	7508	27.844702	3.6669551748693243e-06	No_custom_HMM	No_custom_HMM	No_custom_HMM	7508	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0050	14751	15116	+	contig_58	-443.5608389950443	17022	93.0	0.44	2.281e-22	KY883658_p41	17022	83.581734	3.9444859825275064e-23	No_custom_HMM	No_custom_HMM	No_custom_HMM	17022	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0051	15118	15324	+	contig_58	-39.034957838774375	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0052	15336	16385	+	contig_58	-2074760686.4753144	20113	219.0	0.39	7.918e-64	p182759 VI_01837	20113	264.83139	2.242909465427543e-78	No_custom_HMM	No_custom_HMM	No_custom_HMM	20113	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0053	16379	16582	+	contig_58	-269.06131956864493	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	3052	30.821985	5.536039503660628e-07	No_custom_HMM	No_custom_HMM	No_custom_HMM	3052	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0054	16598	18469	+	contig_58	-213703296348950.8	239	154.0	0.295	5.204e-40	NC_031029_p115	239	465.62561	9.899825290744222e-139	No_custom_HMM	No_custom_HMM	No_custom_HMM	239	PHANOTATE_1.5.1	CDS	#ffdf59	DNA primase/helicase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0055	18547	20664	+	contig_58	-1.2766520832714236e+19	1252	392.0	0.361	2.661e-117	NC_028826_p28	1252	562.788513	2.232529683675374e-168	No_custom_HMM	No_custom_HMM	No_custom_HMM	1252	PHANOTATE_1.5.1	CDS	#ffdf59	DNA polymerase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0056	20744	20881	+	contig_58	-65.6675769219208	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0057	20891	21133	+	contig_58	-254.93964037260832	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0058	21130	21297	+	contig_58	-25.259203630378305	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0059	21312	21566	+	contig_58	-710.5271411885689	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0060	21578	21793	+	contig_58	-38.555017596435654	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0061	21851	22471	+	contig_58	-309184.1307845305	3877	53.0	0.324	4.58e-09	NC_027991_p64	3877	50.872055	3.389837894013154e-13	No_custom_HMM	No_custom_HMM	No_custom_HMM	3877	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0062	22566	22838	+	contig_58	-749.8111154611835	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0063	22838	23086	+	contig_58	-469.0174098969033	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0064	23130	23324	+	contig_58	-21.885273208056194	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0065	23321	24316	+	contig_58	-90122081.008352	107	87.0	0.276	4.3590000000000004e-20	NC_019402_p42	107	135.218887	7.543696220586565e-39	No_custom_HMM	No_custom_HMM	No_custom_HMM	107	PHANOTATE_1.5.1	CDS	#ffdf59	exonuclease	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0066	24313	24840	+	contig_58	-1600.478202530308	1985	182.0	0.555	2.5699999999999997e-53	KY000079_p89	1985	187.060013	6.0365919821798706e-55	No_custom_HMM	No_custom_HMM	No_custom_HMM	1985	PHANOTATE_1.5.1	CDS	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0067	24862	25065	+	contig_58	-37.92155330883891	7018	42.0	0.379	1.09e-07	NC_028882_p101	7018	46.649212	5.2777524166184664e-12	No_custom_HMM	No_custom_HMM	No_custom_HMM	7018	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0068	25058	25360	+	contig_58	-1462.640553215179	6035	49.0	0.644	3.768e-09	NC_028829_p64	6035	48.921333	1.5679102483886094e-12	No_custom_HMM	No_custom_HMM	No_custom_HMM	6035	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0069	25353	25568	+	contig_58	-80.09185409188908	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0070	25676	25942	+	contig_58	-145.03342333480023	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0071	25935	26033	+	contig_58	-5.548686619190744	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0072	26030	26263	+	contig_58	-187.55058083117137	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0073	26250	26573	+	contig_58	-732.6099280302509	10878	44.0	0.365	1.764e-07	p374365 VI_10540	10878	51.158123	2.580153979844242e-13	No_custom_HMM	No_custom_HMM	No_custom_HMM	10878	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0074	26570	26782	+	contig_58	-37.05879228213304	12267	39.0	0.358	2.653e-06	NC_028882_p108	12267	28.653849	2.6746415179211576e-06	No_custom_HMM	No_custom_HMM	No_custom_HMM	12267	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0075	26779	26913	+	contig_58	-25.568678046363495	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0076	26894	27055	+	contig_58	-21.47716434723287	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	7812	37.900742	4.147675886786824e-09	No_custom_HMM	No_custom_HMM	No_custom_HMM	7812	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0077	27112	27579	+	contig_58	-7800.292568534336	221	100.0	0.376	1.426e-24	MH020239_p48	221	109.19252	5.111390990552713e-31	No_custom_HMM	No_custom_HMM	No_custom_HMM	221	PHANOTATE_1.5.1	CDS	#838383	metallo-phosphoesterase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0078	27681	27791	+	contig_58	-0.081213473164207	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0079	27835	28509	+	contig_58	-3804459.1771138073	236	78.0	0.573	1.14e-19	p56785 VI_01098	236	78.856926	1.1797506933033081e-21	No_custom_HMM	No_custom_HMM	No_custom_HMM	236	PHANOTATE_1.5.1	CDS	#838383	nucleotide kinase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0080	28499	28888	+	contig_58	-223.858954161313	420	47.0	0.359	7.315e-08	AP018399_p172	420	49.606506	7.420120916636003e-13	No_custom_HMM	No_custom_HMM	No_custom_HMM	420	PHANOTATE_1.5.1	CDS	#c9c9c9	unknown function	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0081	28836	29042	+	contig_58	-152.12137227213165	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0082	29058	29186	+	contig_58	-3.953589901298179	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0083	29179	29409	+	contig_58	-51.75151977221456	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	671	28.821945	8.608558607025637e-07	No_custom_HMM	No_custom_HMM	No_custom_HMM	671	PHANOTATE_1.5.1	CDS	#838383	nucleotide pyrophosphohydrolase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0084	29418	29546	+	contig_58	-3.067083008907224	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0085	29672	29764	+	contig_58	-4.814073431618009	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0086	29767	29931	+	contig_58	-0.5186838706402375	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0087	30027	30182	+	contig_58	-3.1491554955195022	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0088	30192	30296	+	contig_58	-1.2343990778079845	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0089	30432	30635	+	contig_58	-0.4654488767269274	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0090	30844	30680	-	contig_58	-2.7739485767067253	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0091	30826	31044	+	contig_58	-203.60727886986575	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0092	31044	31280	+	contig_58	-10.14089697121098	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0093	31301	31594	+	contig_58	-182.3996424453332	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	3506	28.781002	1.7316938689488483e-06	No_custom_HMM	No_custom_HMM	No_custom_HMM	3506	PHANOTATE_1.5.1	CDS	#ffdf59	thymidylate synthase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0094	31609	31710	+	contig_58	-3.0762898448912166	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0095	31710	31940	+	contig_58	-26.350653130026693	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	86	27.089844	3.3004029935004456e-06	No_custom_HMM	No_custom_HMM	No_custom_HMM	86	PHANOTATE_1.5.1	CDS	#ffdf59	ribonucleoside diphosphate reductase small subunit	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0096	32043	32345	+	contig_58	-67.02092907950079	30939	48.0	0.385	1.192e-06	NC_031280_p82	86	48.374645	1.1652976474034828e-12	No_custom_HMM	No_custom_HMM	No_custom_HMM	30939	PHANOTATE_1.5.1	CDS	#ffdf59	ribonucleotide reductase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0097	32371	32733	+	contig_58	-2964.544096749872	86	44.0	0.288	7.083e-06	KT995480_p118	86	58.128143	1.2877386546887537e-15	No_custom_HMM	No_custom_HMM	No_custom_HMM	86	PHANOTATE_1.5.1	CDS	#ffdf59	ribonucleoside diphosphate reductase small subunit	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0098	32744	34384	+	contig_58	-2115046256.6005657	30939	332.0	0.363	3.803e-95	NC_031280_p82	30939	382.82901	6.042818689196681e-114	No_custom_HMM	No_custom_HMM	No_custom_HMM	30939	PHANOTATE_1.5.1	CDS	#ffdf59	ribonucleotide reductase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0099	34520	34696	+	contig_58	-0.1033719392084309	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0100	34693	34788	+	contig_58	-0.2701376233902364	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0101	34788	34940	+	contig_58	-14.893358372092845	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0102	34972	35409	+	contig_58	-4155.418424817522	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0103	35437	35610	+	contig_58	-47.61147961458084	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0104	35570	35665	+	contig_58	-0.7949167547108295	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0105	36124	35798	-	contig_58	-349.6904826441763	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0106	36428	36132	-	contig_58	-16.99519479634691	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0107	36573	36415	-	contig_58	-12.358171204681993	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0108	37015	36581	-	contig_58	-1361.5918329053932	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0109	37247	37002	-	contig_58	-1.97392204193544	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	21126	45.49382	1.0794083076476459e-11	No_custom_HMM	No_custom_HMM	No_custom_HMM	21126	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0110	39343	37244	-	contig_58	-417333636.59858	22896	83.0	0.399	1.51e-17	NC_021540_p65	5668	125.727852	2.922224347247022e-36	No_custom_HMM	No_custom_HMM	No_custom_HMM	22896	PHANOTATE_1.5.1	CDS	#07e9a2	tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
contig_58_CDS_0111	39512	39354	-	contig_58	-0.2050665723348949	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
