Description	Count	contig
tmRNAs	0	contig_1484
VFDB_Virulence_Factors	0	contig_1484
CARD_AMR_Genes	0	contig_1484
CDS	44	contig_1488
connector	0	contig_1488
DNA, RNA and nucleotide metabolism	0	contig_1488
head and packaging	2	contig_1488
integration and excision	0	contig_1488
lysis	0	contig_1488
moron, auxiliary metabolic gene and host takeover	0	contig_1488
other	0	contig_1488
tail	1	contig_1488
transcription regulation	0	contig_1488
unknown function	41	contig_1488
tRNAs	0	contig_1488
CRISPRs	0	contig_1488
tmRNAs	0	contig_1488
VFDB_Virulence_Factors	0	contig_1488
CARD_AMR_Genes	0	contig_1488
CDS	66	contig_1491
connector	1	contig_1491
DNA, RNA and nucleotide metabolism	5	contig_1491
head and packaging	6	contig_1491
integration and excision	0	contig_1491
lysis	1	contig_1491
moron, auxiliary metabolic gene and host takeover	3	contig_1491
other	1	contig_1491
tail	2	contig_1491
transcription regulation	0	contig_1491
unknown function	47	contig_1491
tRNAs	0	contig_1491
CRISPRs	0	contig_1491
tmRNAs	0	contig_1491
VFDB_Virulence_Factors	0	contig_1491
CARD_AMR_Genes	0	contig_1491
CDS	138	contig_1496
connector	0	contig_1496
DNA, RNA and nucleotide metabolism	3	contig_1496
head and packaging	6	contig_1496
integration and excision	0	contig_1496
lysis	0	contig_1496
moron, auxiliary metabolic gene and host takeover	0	contig_1496
other	1	contig_1496
tail	0	contig_1496
transcription regulation	0	contig_1496
unknown function	128	contig_1496
tRNAs	0	contig_1496
CRISPRs	0	contig_1496
tmRNAs	0	contig_1496
VFDB_Virulence_Factors	0	contig_1496
CARD_AMR_Genes	0	contig_1496
CDS	67	contig_1497
connector	0	contig_1497
DNA, RNA and nucleotide metabolism	7	contig_1497
head and packaging	4	contig_1497
integration and excision	0	contig_1497
lysis	1	contig_1497
moron, auxiliary metabolic gene and host takeover	0	contig_1497
other	2	contig_1497
tail	1	contig_1497
transcription regulation	0	contig_1497
unknown function	52	contig_1497
tRNAs	0	contig_1497
CRISPRs	0	contig_1497
tmRNAs	0	contig_1497
VFDB_Virulence_Factors	0	contig_1497
CARD_AMR_Genes	0	contig_1497
CDS	83	contig_1498
connector	3	contig_1498
DNA, RNA and nucleotide metabolism	10	contig_1498
head and packaging	4	contig_1498
integration and excision	0	contig_1498
lysis	1	contig_1498
moron, auxiliary metabolic gene and host takeover	0	contig_1498
other	0	contig_1498
tail	5	contig_1498
transcription regulation	0	contig_1498
unknown function	60	contig_1498
tRNAs	0	contig_1498
CRISPRs	0	contig_1498
tmRNAs	0	contig_1498
VFDB_Virulence_Factors	0	contig_1498
CARD_AMR_Genes	0	contig_1498
CDS	119	contig_1499
connector	0	contig_1499
DNA, RNA and nucleotide metabolism	1	contig_1499
head and packaging	4	contig_1499
integration and excision	0	contig_1499
lysis	1	contig_1499
moron, auxiliary metabolic gene and host takeover	0	contig_1499
other	2	contig_1499
tail	1	contig_1499
transcription regulation	0	contig_1499
unknown function	110	contig_1499
tRNAs	0	contig_1499
CRISPRs	0	contig_1499
tmRNAs	0	contig_1499
VFDB_Virulence_Factors	0	contig_1499
CARD_AMR_Genes	0	contig_1499
CDS	159	contig_1519
connector	1	contig_1519
DNA, RNA and nucleotide metabolism	8	contig_1519
head and packaging	0	contig_1519
integration and excision	0	contig_1519
lysis	0	contig_1519
moron, auxiliary metabolic gene and host takeover	0	contig_1519
other	6	contig_1519
tail	0	contig_1519
transcription regulation	0	contig_1519
unknown function	144	contig_1519
tRNAs	0	contig_1519
CRISPRs	0	contig_1519
tmRNAs	0	contig_1519
VFDB_Virulence_Factors	0	contig_1519
CARD_AMR_Genes	0	contig_1519
CDS	88	contig_152
connector	0	contig_152
DNA, RNA and nucleotide metabolism	3	contig_152
head and packaging	7	contig_152
integration and excision	0	contig_152
lysis	2	contig_152
moron, auxiliary metabolic gene and host takeover	2	contig_152
other	1	contig_152
tail	2	contig_152
transcription regulation	1	contig_152
unknown function	70	contig_152
tRNAs	0	contig_152
CRISPRs	0	contig_152
tmRNAs	0	contig_152
VFDB_Virulence_Factors	0	contig_152
CARD_AMR_Genes	0	contig_152
CDS	65	contig_1539
connector	2	contig_1539
DNA, RNA and nucleotide metabolism	6	contig_1539
head and packaging	4	contig_1539
integration and excision	0	contig_1539
lysis	0	contig_1539
moron, auxiliary metabolic gene and host takeover	1	contig_1539
other	3	contig_1539
tail	3	contig_1539
transcription regulation	2	contig_1539
unknown function	44	contig_1539
tRNAs	1	contig_1539
CRISPRs	0	contig_1539
tmRNAs	0	contig_1539
VFDB_Virulence_Factors	0	contig_1539
CARD_AMR_Genes	0	contig_1539
CDS	86	contig_1542
connector	0	contig_1542
DNA, RNA and nucleotide metabolism	7	contig_1542
head and packaging	5	contig_1542
integration and excision	0	contig_1542
lysis	1	contig_1542
moron, auxiliary metabolic gene and host takeover	0	contig_1542
other	0	contig_1542
tail	1	contig_1542
transcription regulation	0	contig_1542
unknown function	72	contig_1542
tRNAs	0	contig_1542
CRISPRs	0	contig_1542
tmRNAs	0	contig_1542
VFDB_Virulence_Factors	0	contig_1542
CARD_AMR_Genes	0	contig_1542
CDS	70	contig_1543
connector	0	contig_1543
DNA, RNA and nucleotide metabolism	3	contig_1543
head and packaging	3	contig_1543
integration and excision	0	contig_1543
lysis	2	contig_1543
moron, auxiliary metabolic gene and host takeover	0	contig_1543
other	2	contig_1543
tail	1	contig_1543
transcription regulation	0	contig_1543
unknown function	59	contig_1543
tRNAs	0	contig_1543
CRISPRs	0	contig_1543
tmRNAs	0	contig_1543
VFDB_Virulence_Factors	0	contig_1543
CARD_AMR_Genes	0	contig_1543
CDS	106	contig_1545
connector	1	contig_1545
DNA, RNA and nucleotide metabolism	10	contig_1545
head and packaging	2	contig_1545
integration and excision	0	contig_1545
lysis	0	contig_1545
moron, auxiliary metabolic gene and host takeover	1	contig_1545
other	0	contig_1545
tail	0	contig_1545
transcription regulation	2	contig_1545
unknown function	90	contig_1545
tRNAs	1	contig_1545
CRISPRs	0	contig_1545
tmRNAs	0	contig_1545
VFDB_Virulence_Factors	0	contig_1545
CARD_AMR_Genes	0	contig_1545
CDS	123	contig_1546
connector	0	contig_1546
DNA, RNA and nucleotide metabolism	6	contig_1546
head and packaging	7	contig_1546
integration and excision	0	contig_1546
lysis	1	contig_1546
moron, auxiliary metabolic gene and host takeover	0	contig_1546
other	0	contig_1546
tail	1	contig_1546
transcription regulation	0	contig_1546
unknown function	108	contig_1546
tRNAs	0	contig_1546
CRISPRs	0	contig_1546
tmRNAs	0	contig_1546
VFDB_Virulence_Factors	0	contig_1546
CARD_AMR_Genes	0	contig_1546
CDS	98	contig_1547
connector	0	contig_1547
DNA, RNA and nucleotide metabolism	6	contig_1547
head and packaging	3	contig_1547
integration and excision	0	contig_1547
lysis	1	contig_1547
moron, auxiliary metabolic gene and host takeover	0	contig_1547
other	5	contig_1547
tail	0	contig_1547
transcription regulation	0	contig_1547
unknown function	83	contig_1547
tRNAs	0	contig_1547
CRISPRs	0	contig_1547
tmRNAs	0	contig_1547
VFDB_Virulence_Factors	0	contig_1547
CARD_AMR_Genes	0	contig_1547
CDS	111	contig_1549
connector	1	contig_1549
DNA, RNA and nucleotide metabolism	9	contig_1549
head and packaging	3	contig_1549
integration and excision	0	contig_1549
lysis	1	contig_1549
moron, auxiliary metabolic gene and host takeover	0	contig_1549
other	1	contig_1549
tail	1	contig_1549
transcription regulation	0	contig_1549
unknown function	95	contig_1549
tRNAs	1	contig_1549
CRISPRs	0	contig_1549
tmRNAs	0	contig_1549
VFDB_Virulence_Factors	0	contig_1549
CARD_AMR_Genes	0	contig_1549
CDS	66	contig_1552
connector	0	contig_1552
DNA, RNA and nucleotide metabolism	3	contig_1552
head and packaging	0	contig_1552
integration and excision	0	contig_1552
lysis	0	contig_1552
moron, auxiliary metabolic gene and host takeover	0	contig_1552
other	0	contig_1552
tail	1	contig_1552
transcription regulation	0	contig_1552
unknown function	62	contig_1552
tRNAs	0	contig_1552
CRISPRs	0	contig_1552
tmRNAs	0	contig_1552
VFDB_Virulence_Factors	0	contig_1552
CARD_AMR_Genes	0	contig_1552
CDS	96	contig_1554
connector	1	contig_1554
DNA, RNA and nucleotide metabolism	3	contig_1554
head and packaging	2	contig_1554
integration and excision	0	contig_1554
lysis	2	contig_1554
moron, auxiliary metabolic gene and host takeover	0	contig_1554
other	0	contig_1554
tail	0	contig_1554
transcription regulation	0	contig_1554
unknown function	88	contig_1554
tRNAs	0	contig_1554
CRISPRs	0	contig_1554
tmRNAs	0	contig_1554
VFDB_Virulence_Factors	0	contig_1554
CARD_AMR_Genes	0	contig_1554
CDS	90	contig_1555
connector	0	contig_1555
DNA, RNA and nucleotide metabolism	2	contig_1555
head and packaging	3	contig_1555
integration and excision	0	contig_1555
lysis	1	contig_1555
moron, auxiliary metabolic gene and host takeover	0	contig_1555
other	1	contig_1555
tail	3	contig_1555
transcription regulation	1	contig_1555
unknown function	79	contig_1555
tRNAs	0	contig_1555
CRISPRs	0	contig_1555
tmRNAs	0	contig_1555
VFDB_Virulence_Factors	0	contig_1555
CARD_AMR_Genes	0	contig_1555
CDS	56	contig_1558
connector	0	contig_1558
DNA, RNA and nucleotide metabolism	5	contig_1558
head and packaging	2	contig_1558
integration and excision	0	contig_1558
lysis	0	contig_1558
moron, auxiliary metabolic gene and host takeover	0	contig_1558
other	1	contig_1558
tail	0	contig_1558
transcription regulation	0	contig_1558
unknown function	48	contig_1558
tRNAs	0	contig_1558
CRISPRs	0	contig_1558
tmRNAs	0	contig_1558
VFDB_Virulence_Factors	0	contig_1558
CARD_AMR_Genes	0	contig_1558
CDS	95	contig_16
connector	0	contig_16
DNA, RNA and nucleotide metabolism	11	contig_16
head and packaging	1	contig_16
integration and excision	0	contig_16
lysis	1	contig_16
moron, auxiliary metabolic gene and host takeover	0	contig_16
other	3	contig_16
tail	3	contig_16
transcription regulation	0	contig_16
unknown function	76	contig_16
tRNAs	0	contig_16
CRISPRs	0	contig_16
tmRNAs	0	contig_16
VFDB_Virulence_Factors	0	contig_16
CARD_AMR_Genes	0	contig_16
CDS	92	contig_168
connector	0	contig_168
DNA, RNA and nucleotide metabolism	2	contig_168
head and packaging	8	contig_168
integration and excision	0	contig_168
lysis	1	contig_168
moron, auxiliary metabolic gene and host takeover	0	contig_168
other	2	contig_168
tail	0	contig_168
transcription regulation	0	contig_168
unknown function	79	contig_168
tRNAs	0	contig_168
CRISPRs	0	contig_168
tmRNAs	0	contig_168
VFDB_Virulence_Factors	0	contig_168
CARD_AMR_Genes	0	contig_168
CDS	68	contig_169
connector	0	contig_169
DNA, RNA and nucleotide metabolism	2	contig_169
head and packaging	0	contig_169
integration and excision	0	contig_169
lysis	0	contig_169
moron, auxiliary metabolic gene and host takeover	0	contig_169
other	0	contig_169
tail	2	contig_169
transcription regulation	0	contig_169
unknown function	64	contig_169
tRNAs	0	contig_169
CRISPRs	0	contig_169
tmRNAs	0	contig_169
VFDB_Virulence_Factors	0	contig_169
CARD_AMR_Genes	0	contig_169
CDS	126	contig_174
connector	0	contig_174
DNA, RNA and nucleotide metabolism	3	contig_174
head and packaging	2	contig_174
integration and excision	0	contig_174
lysis	0	contig_174
moron, auxiliary metabolic gene and host takeover	1	contig_174
other	1	contig_174
tail	1	contig_174
transcription regulation	0	contig_174
unknown function	118	contig_174
tRNAs	0	contig_174
CRISPRs	0	contig_174
tmRNAs	0	contig_174
VFDB_Virulence_Factors	0	contig_174
CARD_AMR_Genes	0	contig_174
CDS	186	contig_184
connector	3	contig_184
DNA, RNA and nucleotide metabolism	7	contig_184
head and packaging	6	contig_184
integration and excision	0	contig_184
lysis	0	contig_184
moron, auxiliary metabolic gene and host takeover	8	contig_184
other	5	contig_184
tail	9	contig_184
transcription regulation	1	contig_184
unknown function	147	contig_184
tRNAs	0	contig_184
CRISPRs	0	contig_184
tmRNAs	0	contig_184
VFDB_Virulence_Factors	0	contig_184
CARD_AMR_Genes	0	contig_184
CDS	113	contig_185
connector	0	contig_185
DNA, RNA and nucleotide metabolism	3	contig_185
head and packaging	2	contig_185
integration and excision	0	contig_185
lysis	0	contig_185
moron, auxiliary metabolic gene and host takeover	2	contig_185
other	1	contig_185
tail	0	contig_185
transcription regulation	0	contig_185
unknown function	105	contig_185
tRNAs	0	contig_185
CRISPRs	0	contig_185
tmRNAs	0	contig_185
VFDB_Virulence_Factors	0	contig_185
CARD_AMR_Genes	0	contig_185
CDS	120	contig_189
connector	0	contig_189
DNA, RNA and nucleotide metabolism	1	contig_189
head and packaging	0	contig_189
integration and excision	0	contig_189
lysis	0	contig_189
moron, auxiliary metabolic gene and host takeover	0	contig_189
other	1	contig_189
tail	1	contig_189
transcription regulation	1	contig_189
unknown function	116	contig_189
tRNAs	0	contig_189
CRISPRs	0	contig_189
tmRNAs	0	contig_189
VFDB_Virulence_Factors	0	contig_189
CARD_AMR_Genes	0	contig_189
CDS	332	contig_200
connector	1	contig_200
DNA, RNA and nucleotide metabolism	28	contig_200
head and packaging	7	contig_200
integration and excision	0	contig_200
lysis	1	contig_200
moron, auxiliary metabolic gene and host takeover	2	contig_200
other	4	contig_200
tail	7	contig_200
transcription regulation	0	contig_200
unknown function	282	contig_200
tRNAs	0	contig_200
CRISPRs	0	contig_200
tmRNAs	0	contig_200
VFDB_Virulence_Factors	0	contig_200
CARD_AMR_Genes	0	contig_200
CDS	151	contig_213
connector	0	contig_213
DNA, RNA and nucleotide metabolism	16	contig_213
head and packaging	6	contig_213
integration and excision	0	contig_213
lysis	1	contig_213
moron, auxiliary metabolic gene and host takeover	0	contig_213
other	0	contig_213
tail	3	contig_213
transcription regulation	0	contig_213
unknown function	125	contig_213
tRNAs	0	contig_213
CRISPRs	0	contig_213
tmRNAs	0	contig_213
VFDB_Virulence_Factors	0	contig_213
CARD_AMR_Genes	0	contig_213
CDS	99	contig_215
connector	0	contig_215
DNA, RNA and nucleotide metabolism	5	contig_215
head and packaging	7	contig_215
integration and excision	0	contig_215
lysis	1	contig_215
moron, auxiliary metabolic gene and host takeover	0	contig_215
other	2	contig_215
tail	0	contig_215
transcription regulation	0	contig_215
unknown function	84	contig_215
tRNAs	0	contig_215
CRISPRs	0	contig_215
tmRNAs	0	contig_215
VFDB_Virulence_Factors	0	contig_215
CARD_AMR_Genes	0	contig_215
CDS	127	contig_23
connector	0	contig_23
DNA, RNA and nucleotide metabolism	1	contig_23
head and packaging	4	contig_23
integration and excision	0	contig_23
lysis	1	contig_23
moron, auxiliary metabolic gene and host takeover	0	contig_23
other	1	contig_23
tail	0	contig_23
transcription regulation	0	contig_23
unknown function	120	contig_23
tRNAs	0	contig_23
CRISPRs	0	contig_23
tmRNAs	0	contig_23
VFDB_Virulence_Factors	0	contig_23
CARD_AMR_Genes	0	contig_23
CDS	112	contig_246
connector	0	contig_246
DNA, RNA and nucleotide metabolism	4	contig_246
head and packaging	1	contig_246
integration and excision	0	contig_246
lysis	1	contig_246
moron, auxiliary metabolic gene and host takeover	0	contig_246
other	2	contig_246
tail	0	contig_246
transcription regulation	0	contig_246
unknown function	104	contig_246
tRNAs	0	contig_246
CRISPRs	0	contig_246
tmRNAs	0	contig_246
VFDB_Virulence_Factors	0	contig_246
CARD_AMR_Genes	0	contig_246
CDS	48	contig_253
connector	0	contig_253
DNA, RNA and nucleotide metabolism	0	contig_253
head and packaging	7	contig_253
integration and excision	0	contig_253
lysis	1	contig_253
moron, auxiliary metabolic gene and host takeover	0	contig_253
other	0	contig_253
tail	0	contig_253
transcription regulation	1	contig_253
unknown function	39	contig_253
tRNAs	0	contig_253
CRISPRs	0	contig_253
tmRNAs	0	contig_253
VFDB_Virulence_Factors	0	contig_253
CARD_AMR_Genes	0	contig_253
CDS	134	contig_256
connector	0	contig_256
DNA, RNA and nucleotide metabolism	5	contig_256
head and packaging	2	contig_256
integration and excision	0	contig_256
lysis	0	contig_256
moron, auxiliary metabolic gene and host takeover	0	contig_256
other	0	contig_256
tail	0	contig_256
transcription regulation	0	contig_256
unknown function	127	contig_256
tRNAs	0	contig_256
CRISPRs	0	contig_256
tmRNAs	0	contig_256
VFDB_Virulence_Factors	0	contig_256
CARD_AMR_Genes	0	contig_256
CDS	132	contig_260
connector	0	contig_260
DNA, RNA and nucleotide metabolism	2	contig_260
head and packaging	1	contig_260
integration and excision	0	contig_260
lysis	1	contig_260
moron, auxiliary metabolic gene and host takeover	1	contig_260
other	2	contig_260
tail	0	contig_260
transcription regulation	0	contig_260
unknown function	125	contig_260
tRNAs	0	contig_260
CRISPRs	0	contig_260
tmRNAs	0	contig_260
VFDB_Virulence_Factors	0	contig_260
CARD_AMR_Genes	0	contig_260
CDS	32	contig_265
connector	0	contig_265
DNA, RNA and nucleotide metabolism	1	contig_265
head and packaging	4	contig_265
integration and excision	0	contig_265
lysis	1	contig_265
moron, auxiliary metabolic gene and host takeover	0	contig_265
other	0	contig_265
tail	0	contig_265
transcription regulation	0	contig_265
unknown function	26	contig_265
tRNAs	0	contig_265
CRISPRs	0	contig_265
tmRNAs	0	contig_265
VFDB_Virulence_Factors	0	contig_265
CARD_AMR_Genes	0	contig_265
CDS	45	contig_266
connector	0	contig_266
DNA, RNA and nucleotide metabolism	0	contig_266
head and packaging	4	contig_266
integration and excision	0	contig_266
lysis	1	contig_266
moron, auxiliary metabolic gene and host takeover	0	contig_266
other	0	contig_266
tail	1	contig_266
transcription regulation	0	contig_266
unknown function	39	contig_266
tRNAs	0	contig_266
CRISPRs	0	contig_266
tmRNAs	0	contig_266
VFDB_Virulence_Factors	0	contig_266
CARD_AMR_Genes	0	contig_266
CDS	284	contig_267
connector	0	contig_267
DNA, RNA and nucleotide metabolism	6	contig_267
head and packaging	6	contig_267
integration and excision	0	contig_267
lysis	2	contig_267
moron, auxiliary metabolic gene and host takeover	1	contig_267
other	1	contig_267
tail	1	contig_267
transcription regulation	0	contig_267
unknown function	267	contig_267
tRNAs	0	contig_267
CRISPRs	0	contig_267
tmRNAs	0	contig_267
VFDB_Virulence_Factors	0	contig_267
CARD_AMR_Genes	0	contig_267
CDS	121	contig_268
connector	0	contig_268
DNA, RNA and nucleotide metabolism	3	contig_268
head and packaging	4	contig_268
integration and excision	0	contig_268
lysis	1	contig_268
moron, auxiliary metabolic gene and host takeover	0	contig_268
other	0	contig_268
tail	0	contig_268
transcription regulation	0	contig_268
unknown function	113	contig_268
tRNAs	0	contig_268
CRISPRs	0	contig_268
tmRNAs	0	contig_268
VFDB_Virulence_Factors	0	contig_268
CARD_AMR_Genes	0	contig_268
CDS	107	contig_271
connector	0	contig_271
DNA, RNA and nucleotide metabolism	6	contig_271
head and packaging	5	contig_271
integration and excision	0	contig_271
lysis	0	contig_271
moron, auxiliary metabolic gene and host takeover	0	contig_271
other	0	contig_271
tail	0	contig_271
transcription regulation	0	contig_271
unknown function	96	contig_271
tRNAs	0	contig_271
CRISPRs	0	contig_271
tmRNAs	0	contig_271
VFDB_Virulence_Factors	0	contig_271
CARD_AMR_Genes	0	contig_271
CDS	77	contig_285
connector	0	contig_285
DNA, RNA and nucleotide metabolism	11	contig_285
head and packaging	0	contig_285
integration and excision	0	contig_285
lysis	2	contig_285
moron, auxiliary metabolic gene and host takeover	0	contig_285
other	5	contig_285
tail	6	contig_285
transcription regulation	0	contig_285
unknown function	53	contig_285
tRNAs	0	contig_285
CRISPRs	0	contig_285
tmRNAs	0	contig_285
VFDB_Virulence_Factors	0	contig_285
CARD_AMR_Genes	0	contig_285
CDS	88	contig_298
connector	0	contig_298
DNA, RNA and nucleotide metabolism	11	contig_298
head and packaging	0	contig_298
integration and excision	0	contig_298
lysis	2	contig_298
moron, auxiliary metabolic gene and host takeover	0	contig_298
other	6	contig_298
tail	5	contig_298
transcription regulation	0	contig_298
unknown function	64	contig_298
tRNAs	0	contig_298
CRISPRs	0	contig_298
tmRNAs	0	contig_298
VFDB_Virulence_Factors	0	contig_298
CARD_AMR_Genes	0	contig_298
CDS	115	contig_316
connector	1	contig_316
DNA, RNA and nucleotide metabolism	7	contig_316
head and packaging	5	contig_316
integration and excision	0	contig_316
lysis	0	contig_316
moron, auxiliary metabolic gene and host takeover	1	contig_316
other	2	contig_316
tail	5	contig_316
transcription regulation	0	contig_316
unknown function	94	contig_316
tRNAs	0	contig_316
CRISPRs	0	contig_316
tmRNAs	0	contig_316
VFDB_Virulence_Factors	0	contig_316
CARD_AMR_Genes	0	contig_316
CDS	103	contig_327
connector	0	contig_327
DNA, RNA and nucleotide metabolism	15	contig_327
head and packaging	1	contig_327
integration and excision	0	contig_327
lysis	0	contig_327
moron, auxiliary metabolic gene and host takeover	0	contig_327
other	3	contig_327
tail	1	contig_327
transcription regulation	0	contig_327
unknown function	83	contig_327
tRNAs	0	contig_327
CRISPRs	0	contig_327
tmRNAs	0	contig_327
VFDB_Virulence_Factors	0	contig_327
CARD_AMR_Genes	0	contig_327
CDS	170	contig_339
connector	0	contig_339
DNA, RNA and nucleotide metabolism	0	contig_339
head and packaging	1	contig_339
integration and excision	0	contig_339
lysis	0	contig_339
moron, auxiliary metabolic gene and host takeover	0	contig_339
other	0	contig_339
tail	1	contig_339
transcription regulation	0	contig_339
unknown function	168	contig_339
tRNAs	0	contig_339
CRISPRs	0	contig_339
tmRNAs	0	contig_339
VFDB_Virulence_Factors	0	contig_339
CARD_AMR_Genes	0	contig_339
CDS	137	contig_342
connector	0	contig_342
DNA, RNA and nucleotide metabolism	4	contig_342
head and packaging	7	contig_342
integration and excision	0	contig_342
lysis	1	contig_342
moron, auxiliary metabolic gene and host takeover	0	contig_342
other	2	contig_342
tail	0	contig_342
transcription regulation	0	contig_342
unknown function	123	contig_342
tRNAs	0	contig_342
CRISPRs	0	contig_342
tmRNAs	0	contig_342
VFDB_Virulence_Factors	0	contig_342
CARD_AMR_Genes	0	contig_342
CDS	75	contig_36
connector	0	contig_36
DNA, RNA and nucleotide metabolism	0	contig_36
head and packaging	17	contig_36
integration and excision	0	contig_36
lysis	1	contig_36
moron, auxiliary metabolic gene and host takeover	0	contig_36
other	0	contig_36
tail	1	contig_36
transcription regulation	0	contig_36
unknown function	56	contig_36
tRNAs	0	contig_36
CRISPRs	0	contig_36
tmRNAs	0	contig_36
VFDB_Virulence_Factors	0	contig_36
CARD_AMR_Genes	0	contig_36
CDS	41	contig_373
connector	0	contig_373
DNA, RNA and nucleotide metabolism	1	contig_373
head and packaging	2	contig_373
integration and excision	0	contig_373
lysis	0	contig_373
moron, auxiliary metabolic gene and host takeover	0	contig_373
other	1	contig_373
tail	0	contig_373
transcription regulation	0	contig_373
unknown function	37	contig_373
tRNAs	0	contig_373
CRISPRs	0	contig_373
tmRNAs	0	contig_373
VFDB_Virulence_Factors	0	contig_373
CARD_AMR_Genes	0	contig_373
CDS	116	contig_380
connector	3	contig_380
DNA, RNA and nucleotide metabolism	1	contig_380
head and packaging	6	contig_380
integration and excision	0	contig_380
lysis	0	contig_380
moron, auxiliary metabolic gene and host takeover	0	contig_380
other	1	contig_380
tail	2	contig_380
transcription regulation	0	contig_380
unknown function	103	contig_380
tRNAs	0	contig_380
CRISPRs	0	contig_380
tmRNAs	0	contig_380
VFDB_Virulence_Factors	0	contig_380
CARD_AMR_Genes	0	contig_380
CDS	122	contig_382
connector	1	contig_382
DNA, RNA and nucleotide metabolism	3	contig_382
head and packaging	5	contig_382
integration and excision	0	contig_382
lysis	1	contig_382
moron, auxiliary metabolic gene and host takeover	0	contig_382
other	1	contig_382
tail	5	contig_382
transcription regulation	0	contig_382
unknown function	106	contig_382
tRNAs	0	contig_382
CRISPRs	0	contig_382
tmRNAs	0	contig_382
VFDB_Virulence_Factors	0	contig_382
CARD_AMR_Genes	0	contig_382
CDS	182	contig_383
connector	3	contig_383
DNA, RNA and nucleotide metabolism	5	contig_383
head and packaging	3	contig_383
integration and excision	0	contig_383
lysis	0	contig_383
moron, auxiliary metabolic gene and host takeover	0	contig_383
other	1	contig_383
tail	0	contig_383
transcription regulation	0	contig_383
unknown function	170	contig_383
tRNAs	0	contig_383
CRISPRs	0	contig_383
tmRNAs	0	contig_383
VFDB_Virulence_Factors	0	contig_383
CARD_AMR_Genes	0	contig_383
CDS	52	contig_388
connector	1	contig_388
DNA, RNA and nucleotide metabolism	2	contig_388
head and packaging	4	contig_388
integration and excision	0	contig_388
lysis	0	contig_388
moron, auxiliary metabolic gene and host takeover	0	contig_388
other	0	contig_388
tail	1	contig_388
transcription regulation	0	contig_388
unknown function	44	contig_388
tRNAs	0	contig_388
CRISPRs	0	contig_388
tmRNAs	0	contig_388
VFDB_Virulence_Factors	0	contig_388
CARD_AMR_Genes	0	contig_388
CDS	48	contig_398
connector	0	contig_398
DNA, RNA and nucleotide metabolism	0	contig_398
head and packaging	4	contig_398
integration and excision	0	contig_398
lysis	0	contig_398
moron, auxiliary metabolic gene and host takeover	0	contig_398
other	0	contig_398
tail	1	contig_398
transcription regulation	0	contig_398
unknown function	43	contig_398
tRNAs	0	contig_398
CRISPRs	0	contig_398
tmRNAs	0	contig_398
VFDB_Virulence_Factors	0	contig_398
CARD_AMR_Genes	0	contig_398
CDS	62	contig_400
connector	0	contig_400
DNA, RNA and nucleotide metabolism	0	contig_400
head and packaging	1	contig_400
integration and excision	0	contig_400
lysis	0	contig_400
moron, auxiliary metabolic gene and host takeover	0	contig_400
other	0	contig_400
tail	0	contig_400
transcription regulation	0	contig_400
unknown function	61	contig_400
tRNAs	0	contig_400
CRISPRs	0	contig_400
tmRNAs	0	contig_400
VFDB_Virulence_Factors	0	contig_400
CARD_AMR_Genes	0	contig_400
CDS	87	contig_416
connector	2	contig_416
DNA, RNA and nucleotide metabolism	6	contig_416
head and packaging	7	contig_416
integration and excision	0	contig_416
lysis	0	contig_416
moron, auxiliary metabolic gene and host takeover	0	contig_416
other	0	contig_416
tail	2	contig_416
transcription regulation	0	contig_416
unknown function	70	contig_416
tRNAs	0	contig_416
CRISPRs	0	contig_416
tmRNAs	0	contig_416
VFDB_Virulence_Factors	0	contig_416
CARD_AMR_Genes	0	contig_416
CDS	144	contig_421
connector	0	contig_421
DNA, RNA and nucleotide metabolism	1	contig_421
head and packaging	0	contig_421
integration and excision	0	contig_421
lysis	0	contig_421
moron, auxiliary metabolic gene and host takeover	2	contig_421
other	3	contig_421
tail	1	contig_421
transcription regulation	1	contig_421
unknown function	136	contig_421
tRNAs	0	contig_421
CRISPRs	0	contig_421
tmRNAs	0	contig_421
VFDB_Virulence_Factors	0	contig_421
CARD_AMR_Genes	0	contig_421
CDS	67	contig_424
connector	1	contig_424
DNA, RNA and nucleotide metabolism	6	contig_424
head and packaging	3	contig_424
integration and excision	0	contig_424
lysis	2	contig_424
moron, auxiliary metabolic gene and host takeover	0	contig_424
other	2	contig_424
tail	3	contig_424
transcription regulation	0	contig_424
unknown function	50	contig_424
tRNAs	0	contig_424
CRISPRs	0	contig_424
tmRNAs	0	contig_424
VFDB_Virulence_Factors	0	contig_424
CARD_AMR_Genes	0	contig_424
CDS	101	contig_426
connector	0	contig_426
DNA, RNA and nucleotide metabolism	2	contig_426
head and packaging	3	contig_426
integration and excision	0	contig_426
lysis	0	contig_426
moron, auxiliary metabolic gene and host takeover	0	contig_426
other	3	contig_426
tail	0	contig_426
transcription regulation	0	contig_426
unknown function	93	contig_426
tRNAs	0	contig_426
CRISPRs	0	contig_426
tmRNAs	0	contig_426
VFDB_Virulence_Factors	0	contig_426
CARD_AMR_Genes	0	contig_426
CDS	140	contig_434
connector	0	contig_434
DNA, RNA and nucleotide metabolism	7	contig_434
head and packaging	20	contig_434
integration and excision	0	contig_434
lysis	1	contig_434
moron, auxiliary metabolic gene and host takeover	0	contig_434
other	3	contig_434
tail	3	contig_434
transcription regulation	0	contig_434
unknown function	106	contig_434
tRNAs	0	contig_434
CRISPRs	0	contig_434
