gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
contig_168_40	21863	22072	210	1	0.443	11	ATA	GENOMAD.122791.VV	2.046e-29	111	0	0	0	1	NA	NA	NA	NA	NA
contig_168_41	22141	22362	222	1	0.464	11	None	GENOMAD.157285.VV	2.242e-30	114	0	0	0	1	NA	NA	NA	NA	NA
contig_168_42	22528	22719	192	1	0.464	11	None	GENOMAD.007417.VV	4.194e-27	104	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_168_43	22719	23063	345	1	0.484	11	None	GENOMAD.029273.VV	7.657e-21	89	0	0	1	2561	Caudoviricetes	NA	NA	PF07141	Putative bacteriophage terminase small subunit
contig_168_44	23056	23625	570	1	0.475	11	None	GENOMAD.119369.VV	5.868e-40	148	0	0	1	2561	Caudoviricetes	NA	NA	PF04466;TIGR01547;COG1783	Phage terminase large subunit
contig_168_45	23597	24214	618	1	0.477	11	None	GENOMAD.147330.VV	7.246e-45	163	0	0	1	2561	Caudoviricetes	NA	NA	PF17288	Terminase RNAseH like domain
contig_168_46	24533	25003	471	1	0.493	11	None	GENOMAD.004189.VV	1.806e-38	142	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_168_47	24924	25163	240	-1	0.458	11	ATA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_168_48	25287	25697	411	1	0.509	11	ATA	GENOMAD.033850.VV	1.962e-10	60	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_168_49	25678	26151	474	-1	0.534	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_169_1	752	979	228	-1	0.539	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_169_2	1614	1880	267	1	0.524	11	None	GENOMAD.076485.VV	1.115e-36	133	0	0	0	1	NA	NA	NA	NA	NA
contig_169_3	1901	2071	171	1	0.409	11	None	GENOMAD.156199.VV	1.005e-15	71	0	0	0	1	NA	NA	NA	NA	NA
contig_169_4	2071	2517	447	1	0.494	11	None	GENOMAD.031498.VV	3.226e-70	233	0	0	1	2561	Caudoviricetes	NA	NA	PF06199;COG5437;TIGR02126	Predicted secreted protein
contig_169_5	2530	2835	306	1	0.461	11	None	GENOMAD.056495.VV	2.048e-44	156	0	0	0	2561	Caudoviricetes	NA	NA	PF16478	Phage tail tube protein, GTA-gp10
contig_169_6	2856	3140	285	1	0.505	11	None	GENOMAD.056492.VV	1.649e-35	130	0	0	1	2561	Caudoviricetes	NA	NA	PF09550;TIGR02216	phage conserved hypothetical protein
contig_169_7	3128	3442	315	1	0.530	11	None	GENOMAD.077817.VV	4.099e-07	49	0	0	1	2561	Caudoviricetes	NA	NA	COG3941	NA
contig_169_8	3657	3836	180	-1	0.583	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_169_9	4338	4589	252	1	0.480	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_169_10	4650	4847	198	1	0.414	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_169_11	4801	5085	285	1	0.474	11	AAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_169_12	5075	5368	294	1	0.469	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_169_13	5706	6008	303	1	0.512	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_169_14	7894	8229	336	1	0.479	11	AAA	GENOMAD.051097.VV	6.689e-13	66	0	0	0	1	NA	NA	NA	NA	NA
contig_169_15	8257	8436	180	1	0.428	11	AAA	GENOMAD.045328.VV	5.307e-23	92	0	0	0	1	NA	NA	NA	NA	NA
contig_169_16	8436	8564	129	1	0.465	11	AAAA	GENOMAD.139233.VV	7.802e-12	59	0	0	0	1	NA	NA	NA	NA	NA
contig_169_17	9541	9672	132	1	0.538	11	None	GENOMAD.007090.VV	1.451e-13	64	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_169_18	9697	9888	192	1	0.438	11	None	GENOMAD.027396.VV	1.272e-16	74	0	0	0	1	NA	NA	NA	NA	NA
contig_169_19	10076	10354	279	1	0.462	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_169_20	10729	10977	249	1	0.430	11	None	GENOMAD.186878.VV	0.0005439	39	0	0	0	1	NA	NA	NA	NA	NA
contig_169_21	11231	11602	372	1	0.495	11	None	GENOMAD.007662.VV	7.235e-66	219	0	0	0	2561	Caudoviricetes	NA	NA	TIGR01913	phage recombination protein Bet
contig_169_22	11599	11691	93	1	0.441	11	None	GENOMAD.115714.VV	3.341e-07	45	0	0	0	1	NA	NA	NA	NA	NA
contig_169_23	11699	11875	177	1	0.407	11	None	GENOMAD.115714.VV	8.511e-33	120	0	0	0	1	NA	NA	NA	NA	NA
contig_169_24	11859	12218	360	1	0.483	11	AATAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_169_25	12202	12393	192	1	0.448	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_169_26	12350	12577	228	1	0.439	11	None	GENOMAD.055309.VV	2.226e-31	117	0	0	0	1	NA	NA	NA	NA	NA
contig_169_27	13584	14210	627	1	0.475	11	AAA	GENOMAD.015564.VV	1.273e-12	69	0	0	0	2561	Caudoviricetes	NA	NA	PF07120;COG3756	Uncharacterized conserved protein YdaU, DUF1376 family
contig_169_28	14233	14661	429	1	0.508	11	None	GENOMAD.049115.VV	6.58e-68	226	0	0	0	1	NA	NA	NA	PF20338	NA
contig_169_29	14708	15073	366	1	0.489	11	None	GENOMAD.131256.VV	3.531e-48	168	0	0	0	1	NA	NA	NA	NA	NA
contig_169_30	15947	16030	84	1	0.607	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_174_1	3	116	114	-1	0.447	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_174_2	564	986	423	-1	0.560	11	None	GENOMAD.177307.VV	2.388e-09	57	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_174_3	1246	1545	300	-1	0.433	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_174_4	1568	1771	204	-1	0.456	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_174_5	1930	2445	516	-1	0.436	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_174_6	2477	2803	327	-1	0.407	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_174_7	3385	3600	216	-1	0.343	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_174_8	4035	4322	288	-1	0.438	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_174_9	4627	4773	147	-1	0.381	11	AGxAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_174_10	4739	4963	225	-1	0.378	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_174_11	5004	5351	348	-1	0.353	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_174_12	5612	6415	804	-1	0.443	11	None	GENOMAD.087616.VP	2.234e-106	344	0	0	1	2561	Caudoviricetes	NA	NA	PF09588;TIGR03033;K01143;COG5377	putative phage-type endonuclease
contig_174_13	6372	6821	450	-1	0.449	11	None	GENOMAD.154624.VP	1.518e-19	87	0	0	0	2561	Caudoviricetes	NA	NA	PF04404	ERF superfamily
contig_174_14	7001	7105	105	-1	0.419	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_174_15	7098	7283	186	-1	0.409	11	None	GENOMAD.112119.VV	8.188e-13	63	0	0	0	1	NA	NA	NA	PF18090;K00204;TIGR02417;COG1609	D-fructose-responsive transcription factor
contig_174_16	7641	7880	240	-1	0.438	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_174_17	7977	8213	237	-1	0.405	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_174_18	8349	8789	441	-1	0.424	11	None	GENOMAD.015346.VV	1.034e-56	194	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_174_19	8877	9398	522	-1	0.408	11	AGGAG	GENOMAD.171964.VP	3.386e-90	292	0	0	0	2561	Caudoviricetes	NA	NA	PF20459	NA
contig_174_20	9877	11289	1413	-1	0.416	11	None	GENOMAD.001584.VV	2.534e-149	479	0	0	1	2561	Caudoviricetes	NA	NA	PF04860;TIGR01540;COG4695	phage portal protein, PBSX family
contig_174_21	11306	11527	222	-1	0.405	11	None	GENOMAD.041985.VV	2.653e-21	88	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_174_22	11615	12103	489	-1	0.434	11	AGGA	GENOMAD.214266.VV	2.617e-18	84	0	0	0	5797	Crassvirales	NA	NA	NA	NA
contig_174_23	12116	12292	177	-1	0.373	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_174_24	12392	12547	156	-1	0.449	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_174_25	13080	13622	543	-1	0.398	11	GGA/GAG/AGG	GENOMAD.100556.VV	9.172e-66	222	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_174_26	13619	13885	267	-1	0.427	11	None	GENOMAD.158726.VV	4.066e-39	140	0	0	0	2561	Caudoviricetes	NA	NA	K07688;TIGR02875;COG4567	sporulation transcription factor Spo0A
contig_174_27	14150	14365	216	-1	0.426	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_174_28	14337	14555	219	-1	0.420	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_174_29	14569	14835	267	-1	0.404	11	None	GENOMAD.022160.VV	2.864e-12	63	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_174_30	14842	15282	441	-1	0.395	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_174_31	16963	17502	540	-1	0.459	11	GGA/GAG/AGG	GENOMAD.025319.VV	6.878e-09	57	0	0	0	1	NA	NA	NA	NA	NA
contig_174_32	17541	17657	117	-1	0.385	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_174_33	17767	18027	261	-1	0.375	11	None	GENOMAD.019096.VV	2.624e-12	63	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_174_34	18723	18986	264	-1	0.405	11	None	GENOMAD.002261.VV	1.737e-39	141	0	0	1	2561	Caudoviricetes	NA	NA	PF05125;TIGR01551;COG4653	Phage major capsid protein, P2 family
contig_174_35	18937	19359	423	-1	0.423	11	GGA/GAG/AGG	GENOMAD.002261.VV	1.469e-66	222	0	0	1	2561	Caudoviricetes	NA	NA	PF05125;TIGR01551;COG4653	Phage major capsid protein, P2 family
contig_174_36	19379	19597	219	-1	0.420	11	None	GENOMAD.002261.VV	5.636e-36	130	0	0	1	2561	Caudoviricetes	NA	NA	PF05125;TIGR01551;COG4653	Phage major capsid protein, P2 family
contig_174_37	19687	20079	393	-1	0.430	11	GGA/GAG/AGG	GENOMAD.011768.VV	1.193e-47	167	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_174_38	20352	20789	438	-1	0.447	11	GGA/GAG/AGG	GENOMAD.001898.VV	8.938e-33	125	0	0	0	2561	Caudoviricetes	NA	NA	PF14550	Putative phage serine protease XkdF
contig_174_39	20845	21003	159	-1	0.421	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_174_40	21569	21718	150	-1	0.380	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_174_41	22624	23100	477	-1	0.438	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_174_42	23264	23752	489	-1	0.417	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_174_43	23875	24198	324	-1	0.407	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_174_44	24326	24484	159	-1	0.409	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_174_45	25780	26436	657	-1	0.423	11	GGA/GAG/AGG	GENOMAD.008207.VV	1.059e-116	371	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_174_46	26762	27112	351	-1	0.436	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_174_47	27528	27725	198	-1	0.444	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_174_48	27691	28173	483	-1	0.455	11	None	GENOMAD.171964.VP	1.931e-21	93	0	0	0	2561	Caudoviricetes	NA	NA	PF20459	NA
contig_174_49	28133	28717	585	-1	0.460	11	None	GENOMAD.171964.VP	8.665e-47	168	0	0	0	2561	Caudoviricetes	NA	NA	PF20459	NA
contig_174_50	28708	29508	801	-1	0.444	11	GGA/GAG/AGG	GENOMAD.142104.VP	1.92e-24	106	0	0	0	2561	Caudoviricetes	NA	NA	TIGR01613	NA
contig_174_51	29486	29701	216	-1	0.421	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_174_52	29679	29915	237	-1	0.363	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_174_53	29902	30354	453	-1	0.437	11	GGAG/GAGG	GENOMAD.179564.VP	6.689e-10	59	0	0	0	1	NA	NA	NA	NA	NA
contig_174_54	30439	30624	186	-1	0.441	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_174_55	30621	30848	228	-1	0.408	11	AGxAGG/AGGxGG	GENOMAD.037148.VV	1.372e-28	109	0	0	0	2561	Caudoviricetes	NA	NA	PF18932	NA
contig_174_56	31218	31487	270	1	0.411	11	AGGA/GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_174_57	31735	31890	156	1	0.436	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_174_58	31841	32344	504	-1	0.425	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_1	110	589	480	1	0.433	11	GGA/GAG/AGG	GENOMAD.006955.VV	6.013e-26	106	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_184_2	586	1254	669	1	0.492	11	GGAG/GAGG	GENOMAD.090086.VV	2.653e-46	168	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_184_3	1414	1647	234	1	0.487	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_4	1595	2437	843	1	0.441	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_5	2634	2948	315	1	0.479	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_6	2954	3139	186	1	0.452	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_7	3260	3874	615	1	0.494	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_8	3843	4094	252	1	0.484	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_9	4223	4408	186	1	0.462	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_10	4714	4884	171	1	0.456	11	AGxAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_11	4853	5185	333	1	0.450	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_12	5151	5309	159	1	0.453	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_13	5433	5609	177	1	0.475	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_14	5693	5830	138	1	0.362	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_15	6268	6483	216	1	0.449	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_16	6525	6641	117	1	0.444	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_17	6813	7130	318	1	0.478	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_18	7191	7655	465	1	0.413	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_19	7688	7915	228	1	0.386	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_20	8231	8908	678	1	0.432	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_21	9024	9251	228	1	0.474	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_22	9286	9459	174	1	0.471	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_23	9631	9993	363	1	0.460	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_24	9971	10498	528	1	0.460	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_25	10547	11074	528	1	0.438	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_26	11034	11786	753	1	0.452	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_27	11747	11923	177	1	0.441	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_28	11913	12662	750	1	0.481	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_29	12822	14525	1704	1	0.454	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_30	14652	14864	213	1	0.484	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_31	14912	15430	519	1	0.445	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_32	15432	15623	192	1	0.458	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_33	15676	16248	573	1	0.419	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_34	17017	17415	399	1	0.434	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_35	17472	17738	267	1	0.434	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_36	17707	17979	273	1	0.454	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_37	17979	18110	132	1	0.462	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_38	18881	19129	249	1	0.466	11	None	GENOMAD.061965.VV	4.856e-05	42	0	0	0	1	NA	NA	NA	NA	NA
contig_184_39	19277	19495	219	1	0.416	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_40	19495	19929	435	1	0.389	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_41	20466	20642	177	1	0.424	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_42	22408	22596	189	-1	0.444	11	None	GENOMAD.045957.VV	1.091e-10	57	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_184_43	22869	23225	357	-1	0.339	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_44	23358	23810	453	-1	0.382	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_45	23899	24270	372	-1	0.371	11	GGAG/GAGG	GENOMAD.071200.VV	3.974e-15	73	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_184_46	24369	24485	117	-1	0.385	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_47	25007	25210	204	-1	0.363	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_48	25333	25560	228	-1	0.430	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_49	26194	26343	150	1	0.460	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_50	26340	26531	192	1	0.448	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_51	26518	26991	474	1	0.435	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_52	27088	27558	471	1	0.406	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_53	27961	28152	192	-1	0.427	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_54	28463	28693	231	-1	0.515	11	None	GENOMAD.191216.VP	5.956e-08	50	0	0	0	2561	Caudoviricetes	NA	NA	PF08274;COG4068;TIGR01206	Predicted nucleic acid-binding protein, contains Zn-ribbon domain
contig_184_55	28711	28950	240	-1	0.400	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_56	28892	29734	843	-1	0.405	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_57	29790	30053	264	-1	0.428	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_58	30239	30379	141	-1	0.447	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_59	30346	30534	189	-1	0.471	11	AGGAG	GENOMAD.032351.VV	2.765e-09	53	0	0	1	2561	Caudoviricetes	NA	NA	PF13479;TIGR01618;COG2087;K21610	phage nucleotide-binding protein
contig_184_60	30874	31080	207	-1	0.430	11	GGA/GAG/AGG	GENOMAD.042665.VV	7.464e-24	95	0	0	0	2561	Caudoviricetes	NA	NA	PF05037	NA
contig_184_61	31202	31387	186	1	0.344	11	GGA/GAG/AGG	GENOMAD.097969.VV	1.504e-07	48	0	0	0	1	NA	NA	NA	PF18010;TIGR02417	Cry35Ab1 HTH C-terminal domain
contig_184_62	31371	31490	120	1	0.433	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_63	31624	32058	435	1	0.476	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_64	32459	33001	543	1	0.453	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_65	33008	33202	195	1	0.395	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_66	33331	33702	372	1	0.387	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_67	33739	33888	150	-1	0.493	11	AGGA/GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_68	34130	34351	222	-1	0.505	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_69	34371	34838	468	1	0.483	11	None	GENOMAD.092230.VV	7.741e-10	59	0	0	0	2561	Caudoviricetes	NA	NA	PF05970;PF11750;K01144;COG1435;TIGR00678	PIF1-like helicase
contig_184_70	35017	35523	507	1	0.430	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_71	35525	35947	423	1	0.440	11	None	GENOMAD.093344.VV	2.388e-09	57	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_184_72	35944	36069	126	1	0.357	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_73	36066	36548	483	1	0.460	11	None	GENOMAD.078372.VV	1.191e-17	82	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_184_74	36946	37200	255	1	0.443	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_75	37225	37440	216	1	0.352	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_76	37785	38009	225	1	0.471	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_77	38452	38811	360	1	0.383	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_78	39577	39978	402	1	0.493	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_79	40071	40259	189	-1	0.381	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_80	41130	41306	177	-1	0.339	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_81	41664	41795	132	-1	0.394	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_82	41805	42344	540	-1	0.426	11	None	GENOMAD.061965.VV	3e-11	64	0	0	0	1	NA	NA	NA	NA	NA
contig_184_83	42440	42622	183	-1	0.366	11	AGGAG(G)/GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_84	42747	43010	264	-1	0.428	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_85	43133	43384	252	-1	0.444	11	None	GENOMAD.023607.VV	9.549e-21	87	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_184_86	43584	43712	129	-1	0.411	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_87	43751	44158	408	-1	0.564	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_88	44300	45100	801	-1	0.433	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_89	45109	45339	231	-1	0.381	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_90	45308	45772	465	-1	0.454	11	None	GENOMAD.039323.VV	1.187e-33	128	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_184_91	45970	46167	198	1	0.470	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_92	46290	46703	414	-1	0.394	11	None	GENOMAD.065124.VV	1.955e-20	89	0	0	0	1	NA	NA	NA	NA	NA
contig_184_93	46792	47169	378	-1	0.429	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_94	47182	48012	831	-1	0.432	11	GGAG/GAGG	GENOMAD.088164.VV	5.274e-25	108	0	0	0	2561	Caudoviricetes	NA	NA	PF07461	NA
contig_184_95	48107	48349	243	-1	0.568	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_96	48346	48819	474	-1	0.462	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_97	48939	49262	324	-1	0.454	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_98	49528	49761	234	-1	0.423	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_99	49730	50029	300	-1	0.433	11	GGA/GAG/AGG	GENOMAD.130194.VP	3.758e-06	46	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_184_100	50031	50363	333	-1	0.462	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_101	50350	50556	207	-1	0.454	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_184_102	50574	50942	369	-1	0.501	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
