contig_id	length	prediction	entropy	reliability_score	host_contam	prophage_contam	G+C	N%	prediction_2	#_bacteria_windows	#_phage_windows	#_eukarya_windows	#_archaea_windows	bacteria_score	bacteria_var	phage_score	phage_var	eukarya_score	eukarya_var	archaea_score	archaea_var	window_summary	terminal_repeats	repeat_length
contig_1342	17432.000	phage	0.428	0.851	False	False	0.643	0.000	bacteria	1.000	7.000	0.000	0.000	2.092	1.649	4.668	0.796	-7.488	1.578	-5.387	0.502	5V1n2V	DTR	13.000
contig_1343	19121.000	non-phage	0.576	0.741	False	True	0.712	0.000		5.000	4.000	0.000	0.000	2.779	1.315	1.832	2.064	-4.250	3.279	-4.723	1.083	5n4V		
contig_1344	11964.000	phage	0.687	0.578	True	False	0.417	0.000	bacteria	1.000	2.000	2.000	0.000	0.328	0.935	1.201	4.707	-1.073	6.188	-3.488	0.700	3n2V		
contig_1345	5187.000	phage	0.583	0.695	False	False	0.605	0.000	bacteria	1.000	1.000	0.000	0.000	1.354	0.640	2.766	2.111	-3.727	4.082	-4.516	0.408	1n1V		
contig_1346	3795.000	phage	0.001	0.941	False	False	0.507	0.000	bacteria	0.000	1.000	0.000	0.000	-2.990	0.000	6.805	0.000	-4.059	0.000	-4.605	0.000	1V		
contig_1347	4142.000	non-phage	0.610	0.767	False	False	0.644	0.000		1.000	1.000	0.000	0.000	3.643	1.294	2.014	0.346	-5.586	0.326	-4.688	0.042	1n1V		
contig_1348	6704.000	phage	0.220	0.444	True	False	0.479	0.000	bacteria	0.000	2.000	1.000	0.000	-0.390	0.099	2.109	6.648	-0.916	5.527	-4.738	0.457	2V1n		
contig_1349	15849.000	non-phage	0.772	0.544	False	True	0.493	0.000		3.000	2.000	2.000	0.000	1.107	1.254	1.083	4.363	-1.871	7.301	-5.426	0.522	2V5n		
contig_1350	9250.000	phage	0.961	0.284	True	False	0.337	0.000	eukarya	0.000	2.000	1.000	1.000	-2.113	1.896	0.945	1.562	0.115	2.264	-0.556	2.209	1n2V1n	ITR	13.000
contig_1351	16800.000	phage	0.617	0.396	True	False	0.459	0.000	bacteria	0.000	6.000	2.000	0.000	-0.633	1.409	1.982	2.291	-0.920	2.857	-4.176	1.237	1n2V1n4V		
contig_1352	2947.000	non-phage	0.471	0.220	False	False	0.493	0.000		0.000	0.000	1.000	0.000	-2.773	0.000	-0.316	0.000	2.098	0.000	-5.910	0.000	1n		
contig_1353	13301.000	phage	1.010	0.318	True	False	0.502	0.000	bacteria	2.000	2.000	2.000	0.000	0.894	1.661	1.255	2.631	-1.036	6.816	-5.352	0.545	3n1V1n1V		
contig_1354	10310.000	non-phage	0.764	0.593	False	False	0.540	0.000		5.000	0.000	0.000	0.000	2.861	0.229	1.063	0.779	-1.774	3.234	-3.707	0.207	5n		
contig_1355	4834.000	phage	0.226	0.650	False	False	0.460	0.000	bacteria	0.000	2.000	0.000	0.000	-0.229	0.517	4.414	2.311	-4.719	2.238	-4.258	0.018	2V		
contig_1357	5349.000	phage	0.805	0.477	False	False	0.569	0.000	bacteria	1.000	1.000	0.000	0.000	2.184	0.131	2.637	0.745	-3.516	2.248	-3.912	0.601	1n1V		
contig_1358	15745.000	non-phage	0.813	0.403	False	False	0.428	0.000		1.000	2.000	4.000	0.000	-0.596	1.759	0.155	1.937	0.852	2.426	-3.992	0.483	1n2V4n		
contig_1356	38955.000	phage	0.674	0.477	True	False	0.565	0.000	bacteria	5.000	8.000	6.000	0.000	0.373	2.625	1.225	5.871	-0.667	5.414	-4.547	0.868	1n1V3n1V5n1V1n1V1n4V	DTR	40.000
contig_1359	10714.000	phage	0.385	0.299	False	False	0.354	0.000	bacteria	0.000	4.000	1.000	0.000	-1.773	0.525	2.703	2.537	-1.821	6.180	-2.727	0.280	2V1n2V		
contig_136	2942.000	non-phage	0.226	0.934	False	False	0.624	0.000		1.000	0.000	0.000	0.000	3.711	0.000	0.421	0.000	-6.293	0.000	-5.090	0.000	1n		
contig_1360	15027.000	phage	0.469	0.641	True	False	0.416	0.000	bacteria	1.000	5.000	1.000	0.000	-0.036	0.775	3.203	3.289	-3.133	5.465	-3.246	0.453	5V2n		
contig_1361	6870.000	phage	0.009	0.967	False	False	0.467	0.000	bacteria	0.000	3.000	0.000	0.000	-0.935	0.400	6.914	0.687	-8.055	2.188	-5.668	2.506	3V		
contig_1362	2721.000	phage	0.162	0.737	False	False	0.540	0.000	bacteria	0.000	1.000	0.000	0.000	1.517	0.000	5.238	0.000	-5.570	0.000	-5.062	0.000	1V		
contig_1363	23352.000	phage	0.771	0.431	False	False	0.423	0.000	bacteria	1.000	9.000	1.000	0.000	0.657	0.717	2.443	1.852	-2.697	4.820	-2.811	1.234	6V2n3V		
contig_1364	2495.000	phage	0.016	0.888	False	False	0.493	0.000	bacteria	0.000	1.000	0.000	0.000	-3.264	0.000	4.262	0.000	-3.393	0.000	-3.863	0.000	1V		
contig_1365	3294.000	non-phage	1.007	0.661	False	False	0.539	0.000		1.000	0.000	0.000	0.000	2.848	0.000	2.795	0.000	-4.785	0.000	-4.477	0.000	1n		
contig_1366	16007.000	phage	0.816	0.221	False	False	0.458	0.000	bacteria	0.000	7.000	0.000	0.000	-0.244	0.676	2.336	1.908	-1.027	2.658	-3.709	0.531	7V		
contig_1367	7055.000	phage	0.495	0.738	True	False	0.575	0.000	bacteria	0.000	2.000	1.000	0.000	1.021	3.217	1.588	7.188	-2.393	17.016	-5.379	0.580	2V1n		
contig_1368	5506.000	non-phage	0.769	0.849	False	False	0.689	0.000		2.000	0.000	0.000	0.000	3.650	0.276	2.629	0.184	-7.129	2.539	-5.523	0.508	2n		
contig_1369	10506.000	phage	0.289	0.670	True	False	0.476	0.000	bacteria	0.000	4.000	1.000	0.000	-2.340	3.602	3.838	8.023	-3.023	15.656	-4.820	0.781	2V1n2V		
contig_137																								
contig_1370	2943.000	phage	0.197	0.787	False	False	0.559	0.000	bacteria	0.000	1.000	0.000	0.000	0.530	0.000	4.031	0.000	-4.859	0.000	-3.920	0.000	1V		
contig_1371	7613.000	non-phage	1.188	0.426	False	True	0.384	0.000		2.000	0.000	0.000	1.000	1.561	0.578	0.209	1.028	-2.037	4.941	-1.130	4.773	3n		
contig_1374	34580.000	phage	0.292	0.736	False	False	0.450	0.000	bacteria	3.000	13.000	0.000	0.000	1.210	1.266	4.363	1.938	-6.059	4.047	-5.152	0.715	4V1n1V1n3V1n5V		
contig_1379	9923.000	phage	0.521	0.664	False	False	0.603	0.000	bacteria	0.000	4.000	0.000	0.000	0.893	0.387	3.328	0.572	-4.648	4.527	-3.977	0.222	4V		
contig_1378	32739.000	phage	0.453	0.526	False	False	0.480	0.000	bacteria	1.000	13.000	1.000	0.000	0.390	2.648	3.207	2.299	-3.285	5.840	-4.695	2.090	1V2n12V		
contig_1380	3640.000	phage	0.363	0.497	False	False	0.626	0.000	bacteria	0.000	1.000	0.000	0.000	0.408	0.000	3.088	0.000	-4.051	0.000	-3.814	0.000	1V		
contig_138	31528.000	phage	0.042	0.826	False	False	0.478	0.000	bacteria	0.000	15.000	0.000	0.000	-2.900	0.855	6.000	2.633	-4.375	3.686	-4.277	0.922	15V		
contig_1381	4261.000	non-phage	0.992	0.584	False	False	0.355	0.000		1.000	1.000	0.000	0.000	2.459	0.451	2.041	0.020	-3.922	4.020	-1.513	0.166	1n1V		
contig_1382	15559.000	phage	0.496	0.411	False	False	0.530	0.000	bacteria	3.000	4.000	0.000	0.000	1.959	0.969	3.234	2.408	-4.309	4.297	-5.539	1.144	2n3V1n1V		
contig_1383	5387.000	phage	0.180	0.354	False	False	0.525	0.000	bacteria	0.000	2.000	0.000	0.000	-1.155	2.818	3.488	0.102	-2.189	1.023	-5.723	0.240	2V		
contig_1384	14490.000	phage	0.553	0.543	True	False	0.503	0.000	bacteria	1.000	5.000	1.000	0.000	0.852	1.834	2.807	4.137	-2.779	6.684	-4.250	0.471	1V1n2V1n2V		
contig_1385	22725.000	phage	0.446	0.580	True	False	0.524	0.000	bacteria	1.000	9.000	1.000	0.000	-0.613	3.615	3.010	5.641	-2.527	4.941	-3.531	0.644	1n7V1n2V		
contig_1386	10337.000	non-phage	0.608	0.665	False	False	0.602	0.000		4.000	1.000	0.000	0.000	2.514	1.461	2.244	1.242	-4.113	1.266	-4.348	0.219	4n1V		
contig_1388	12957.000	phage	0.373	0.640	False	False	0.613	0.000	bacteria	0.000	6.000	0.000	0.000	0.817	0.788	3.875	0.540	-5.016	2.508	-4.523	0.585	6V		
contig_1389	2382.000	phage	0.015	0.862	False	False	0.600	0.000	bacteria	0.000	1.000	0.000	0.000	-1.621	0.000	5.176	0.000	-4.766	0.000	-4.047	0.000	1V		
contig_139	26146.000	phage	0.209	0.754	False	False	0.466	0.000	bacteria	0.000	12.000	0.000	0.000	0.534	0.550	4.859	1.217	-5.090	2.602	-4.699	0.333	12V		
contig_1391	14845.000	phage	0.063	0.759	False	False	0.523	0.000	bacteria	0.000	7.000	0.000	0.000	-0.966	0.711	4.582	0.323	-4.105	1.747	-4.242	1.167	7V		
contig_1392	2301.000	non-phage	1.097	0.488	False	True	0.346	0.000		1.000	0.000	0.000	0.000	1.869	0.000	-0.259	0.000	-3.932	0.000	0.446	0.000	1n		
contig_1395	5709.000	phage	0.180	0.808	False	False	0.614	0.000	bacteria	0.000	2.000	0.000	0.000	0.955	0.284	5.258	1.063	-7.199	1.236	-5.020	0.098	2V		
contig_1393	38768.000	phage	0.334	0.620	True	False	0.458	0.000	bacteria	0.000	17.000	1.000	0.000	-1.340	1.728	3.625	4.156	-3.768	7.203	-4.090	1.739	8V1n9V	LTR_DTR	384.000
contig_1397	3934.000	phage	0.000	0.979	False	False	0.475	0.000	bacteria	0.000	1.000	0.000	0.000	-2.863	0.000	9.320	0.000	-7.344	0.000	-4.055	0.000	1V		
contig_1394	46587.000	phage	0.292	0.579	True	False	0.426	0.000	bacteria	0.000	19.000	3.000	0.000	-2.486	1.706	4.266	8.273	-2.643	8.742	-3.629	0.675	1V1n11V2n7V		
contig_1396	33427.000	phage	0.550	0.621	True	False	0.535	0.000	bacteria	3.000	10.000	3.000	0.000	-0.070	1.106	2.342	5.145	-2.438	7.613	-5.031	0.685	3V2n1V3n2V1n4V		
contig_1398	12061.000	phage	0.354	0.497	True	False	0.392	0.000	bacteria	0.000	4.000	1.000	0.000	-1.109	0.488	2.904	4.594	-3.430	14.164	-2.131	2.086	1n4V	DTR	64.000
contig_1399	3456.000	phage	0.109	0.925	False	False	0.538	0.000	bacteria	0.000	1.000	0.000	0.000	0.595	0.000	4.824	0.000	-5.785	0.000	-5.801	0.000	1V		
contig_14	4698.000	non-phage	0.603	0.540	False	False	0.483	0.000		0.000	0.000	2.000	0.000	-1.745	0.090	-0.531	0.557	2.064	0.400	-5.473	0.639	2n		
contig_1402	8989.000	phage	0.391	0.504	True	False	0.566	0.000	bacteria	2.000	2.000	0.000	0.000	2.006	1.157	2.467	3.922	-2.902	3.820	-4.324	0.176	1V2n1V		
contig_140	29706.000	phage	0.638	0.625	False	False	0.383	0.000	bacteria	3.000	11.000	0.000	0.000	1.478	1.372	3.393	2.246	-4.875	2.809	-3.701	1.680	2n3V1n8V		
contig_1403	3598.000	non-phage	0.940	0.512	False	False	0.572	0.000		1.000	0.000	0.000	0.000	2.576	0.000	1.913	0.000	-3.949	0.000	-4.730	0.000	1n		
contig_1406	2499.000	phage	0.407	0.711	False	False	0.343	0.000	bacteria	0.000	1.000	0.000	0.000	0.872	0.000	3.438	0.000	-5.871	0.000	-2.070	0.000	1V		
contig_1407	14835.000	phage	0.674	0.385	True	False	0.538	0.000	bacteria	1.000	5.000	1.000	0.000	0.627	0.388	2.479	3.035	-2.279	5.766	-4.375	0.470	5V2n		
contig_1408	14045.000	phage	0.686	0.569	False	False	0.554	0.000	bacteria	3.000	3.000	0.000	0.000	1.694	1.014	2.934	1.339	-3.639	2.342	-3.977	0.142	3n3V		
contig_1409	2740.000	non-phage	0.588	0.512	False	False	0.521	0.000		0.000	0.000	1.000	0.000	-1.001	0.000	-1.173	0.000	2.025	0.000	-2.172	0.000	1n		
contig_1410	2351.000	phage	0.005	0.978	False	False	0.478	0.000	bacteria	0.000	1.000	0.000	0.000	-1.547	0.000	6.426	0.000	-6.395	0.000	-5.277	0.000	1V		
contig_1411	2881.000	phage	0.411	0.316	False	False	0.543	0.000	bacteria	0.000	1.000	0.000	0.000	0.647	0.000	3.119	0.000	-3.619	0.000	-4.848	0.000	1V		
contig_1415	11539.000	phage	0.340	0.592	True	False	0.467	0.000	eukarya	0.000	2.000	3.000	0.000	-1.108	2.352	1.405	6.195	-0.938	16.797	-4.695	0.195	2n2V1n		
contig_1416	17481.000	phage	0.360	0.803	False	False	0.585	0.000	bacteria	3.000	5.000	0.000	0.000	0.811	3.746	3.838	1.926	-6.074	3.936	-4.707	0.306	5V3n		
contig_1417	14512.000	non-phage	0.897	0.495	False	True	0.498	0.000		4.000	1.000	2.000	0.000	1.420	1.006	0.641	4.062	-0.360	4.289	-4.230	0.929	1n1V5n		
contig_1418	5117.000	phage	0.513	0.741	False	False	0.349	0.000	bacteria	0.000	2.000	0.000	0.000	1.309	0.402	3.562	0.221	-5.836	0.108	-3.604	0.354	2V		
contig_1419	5987.000	phage	0.216	0.707	False	False	0.242	0.000	bacteria	0.000	2.000	0.000	0.000	-0.348	0.435	4.484	2.512	-4.922	4.070	-3.559	0.583	2V		
contig_1421	8425.000	phage	0.342	0.665	False	False	0.426	0.000	bacteria	0.000	4.000	0.000	0.000	1.779	0.054	4.582	0.489	-5.727	0.727	-4.957	0.260	4V		
contig_1420	35652.000	non-phage	0.523	0.459	False	False	0.459	0.000		0.000	7.000	10.000	0.000	-1.121	1.621	0.508	6.098	0.838	5.539	-4.086	0.827	3n5V2n1V1n1V4n	DTR	17.000
contig_1422	12685.000	phage	0.622	0.356	True	False	0.614	0.000	bacteria	2.000	4.000	0.000	0.000	1.106	0.635	2.719	2.920	-2.336	2.904	-4.551	0.301	2n4V		
contig_1424	15363.000	phage	0.345	0.687	False	False	0.485	0.000	bacteria	1.000	6.000	0.000	0.000	0.872	0.602	3.695	2.420	-4.012	2.213	-4.293	0.623	1n6V		
contig_1426	2711.000	phage	0.960	0.573	False	False	0.679	0.000	bacteria	0.000	1.000	0.000	0.000	2.156	0.000	2.678	0.000	-5.137	0.000	-4.793	0.000	1V		
contig_1423	39584.000	phage	0.814	0.443	True	False	0.507	0.000	eukarya	1.000	9.000	9.000	0.000	-0.555	1.876	0.765	2.938	-0.063	4.898	-4.285	1.492	1n1V1n2V1n1V2n1V4n4V1n	DTR	61.000
contig_1427	3497.000	phage	1.118	0.186	False	False	0.322	0.000	archaea	0.000	1.000	0.000	0.000	0.200	0.000	2.043	0.000	-4.824	0.000	0.500	0.000	1V		
contig_1429	9609.000	non-phage	1.057	0.304	False	False	0.476	0.000		1.000	0.000	3.000	0.000	-0.603	1.052	-0.119	0.068	1.413	0.559	-4.703	0.138	4n		
contig_1430	8840.000	phage	0.636	0.456	True	False	0.425	0.000	bacteria	1.000	2.000	1.000	0.000	0.551	0.877	2.207	4.461	-1.746	5.316	-3.863	0.124	1n1V1n1V		
contig_1431	4097.000	phage	0.689	0.290	True	False	0.507	0.000	eukarya	0.000	1.000	1.000	0.000	-0.530	5.984	0.367	3.078	0.280	4.484	-2.988	1.477	1n1V		
contig_1432	12315.000	non-phage	0.761	0.600	False	False	0.604	0.000		3.000	3.000	0.000	0.000	2.602	0.588	2.600	0.796	-4.551	6.531	-4.582	0.200	1V3n2V		
contig_1433	16900.000	phage	0.401	0.781	True	False	0.660	0.000	bacteria	3.000	5.000	0.000	0.000	2.090	2.629	2.652	3.107	-6.285	0.890	-4.469	2.131	3V1n2V2n		
contig_1434	4271.000	phage	0.051	0.420	False	False	0.523	0.000	bacteria	0.000	2.000	0.000	0.000	-1.296	1.301	4.660	0.150	-2.902	2.773	-5.375	0.080	2V		
contig_1435	13799.000	phage	0.628	0.480	True	False	0.449	0.000	bacteria	0.000	5.000	1.000	0.000	-0.698	2.354	2.756	5.207	-2.246	5.430	-3.510	1.105	5V1n		
contig_1436	3531.000	phage	0.042	0.665	False	False	0.444	0.000	archaea	0.000	1.000	0.000	0.000	-2.793	0.000	4.172	0.000	-2.986	0.000	-1.987	0.000	1V		
contig_1437	16929.000	phage	0.594	0.556	False	False	0.473	0.000	bacteria	2.000	6.000	0.000	0.000	0.885	1.941	2.914	1.650	-3.371	4.543	-4.301	1.285	3V1n1V1n2V		
contig_1438	14529.000	phage	0.427	0.527	False	False	0.503	0.000	bacteria	1.000	6.000	0.000	0.000	-0.465	1.056	3.092	3.080	-3.730	7.359	-3.242	0.757	2V1n4V		
contig_1440	5680.000	phage	0.006	0.966	False	False	0.258	0.000	bacteria	0.000	2.000	0.000	0.000	-1.477	0.021	6.555	0.210	-7.500	0.011	-3.695	0.271	2V		
contig_1439	34481.000	phage	0.436	0.740	True	False	0.579	0.000	bacteria	7.000	9.000	0.000	0.000	1.470	1.398	3.205	3.641	-4.848	4.188	-4.570	0.392	1n7V2n1V1n1V3n		
contig_1441	16094.000	phage	0.488	0.659	True	False	0.582	0.000	bacteria	1.000	4.000	2.000	0.000	0.487	0.640	2.252	8.250	-2.990	13.789	-4.586	0.658	2n4V1n		
contig_1442	14485.000	non-phage	0.676	0.659	False	False	0.640	0.000		4.000	3.000	0.000	0.000	2.889	0.890	2.367	1.360	-5.039	4.293	-5.184	1.117	2V3n1V1n		
contig_1444	17050.000	phage	0.934	0.282	False	False	0.563	0.000	bacteria	2.000	4.000	2.000	0.000	-0.142	2.740	1.427	1.013	-0.474	2.307	-4.051	0.868	1n1V1n1V1n1V1n1V		
contig_1446	13317.000	phage	0.702	0.502	False	False	0.559	0.000	bacteria	1.000	5.000	0.000	0.000	1.302	0.101	2.926	1.604	-2.973	3.721	-4.738	0.317	5V1n		
contig_1447	7843.000	phage	0.606	0.568	False	False	0.251	0.000	bacteria	0.000	3.000	0.000	0.000	1.168	0.040	3.010	0.325	-5.000	0.669	-3.900	0.374	3V		
contig_1445	36714.000	phage	0.163	0.838	False	False	0.310	0.000	bacteria	1.000	16.000	0.000	0.000	0.100	0.998	4.641	1.370	-6.070	0.710	-3.818	0.476	8V1n8V	ITR	13.000
contig_1449	14114.000	non-phage	1.010	0.449	False	False	0.627	0.000		4.000	2.000	0.000	0.000	1.534	0.842	1.422	0.695	-2.320	6.305	-4.953	0.415	1n1V2n1V1n		
contig_145	3548.000	phage	0.214	0.696	False	False	0.405	0.000	bacteria	0.000	1.000	0.000	0.000	1.357	0.000	4.711	0.000	-6.980	0.000	-4.473	0.000	1V		
contig_1450	20125.000	phage	0.451	0.602	False	False	0.488	0.000	bacteria	1.000	8.000	0.000	0.000	1.012	0.840	3.611	1.945	-4.207	2.967	-3.326	0.504	1n8V		
contig_1452	2840.000	phage	0.014	0.944	False	False	0.447	0.000	bacteria	0.000	1.000	0.000	0.000	-2.119	0.000	5.129	0.000	-5.047	0.000	-2.756	0.000	1V		
contig_1451	33486.000	phage	0.537	0.628	True	False	0.538	0.000	bacteria	3.000	9.000	4.000	0.000	-0.428	2.916	1.777	6.211	-2.434	8.984	-3.449	1.987	1n3V5n4V1n2V	ITR	13.000
contig_1453	19525.000	non-phage	0.846	0.611	False	False	0.534	0.000		7.000	2.000	0.000	0.000	3.023	0.903	1.831	0.999	-4.070	8.609	-5.387	1.000	5n1V1n1V1n		
contig_1454	9115.000	phage	0.342	0.765	False	False	0.720	0.000	bacteria	1.000	3.000	0.000	0.000	2.068	1.798	3.086	2.633	-5.344	0.400	-4.887	0.337	3V1n		
contig_1455	13324.000	phage	0.640	0.380	False	False	0.574	0.000	bacteria	0.000	6.000	0.000	0.000	0.174	0.528	2.803	0.858	-1.801	2.465	-4.492	1.200	6V		
contig_1457	15800.000	phage	0.972	0.575	True	False	0.456	0.000	eukarya	1.000	2.000	4.000	0.000	-0.216	1.195	0.118	3.695	0.087	6.141	-4.004	0.191	4n2V1n		
contig_1458	12639.000	non-phage	0.576	0.745	False	False	0.667	0.000		5.000	1.000	0.000	0.000	2.842	0.544	1.945	1.811	-4.941	1.560	-5.152	0.424	1V5n		
contig_1456	38967.000	phage	0.352	0.719	False	False	0.556	0.000	bacteria	1.000	18.000	0.000	0.000	0.876	0.839	4.070	2.537	-5.051	3.453	-5.105	0.555	10V1n8V	LTR_DTR	260.000
contig_1459	15486.000	phage	0.785	0.342	True	False	0.463	0.000	bacteria	1.000	4.000	2.000	0.000	-0.117	1.865	1.241	2.139	-0.675	3.266	-3.084	5.352	1V2n1V1n2V		
contig_146	3118.000	phage	0.708	0.440	False	False	0.341	0.000	bacteria	0.000	1.000	0.000	0.000	1.590	0.000	3.072	0.000	-4.426	0.000	-3.580	0.000	1V		
contig_1460	15850.000	phage	0.732	0.429	False	False	0.495	0.000	bacteria	2.000	5.000	0.000	0.000	1.387	0.573	2.822	1.783	-2.912	4.211	-5.129	0.713	3V1n2V1n		
contig_1461	9794.000	phage	0.745	0.424	True	False	0.634	0.000	bacteria	1.000	3.000	0.000	0.000	0.763	0.986	2.246	3.219	-2.076	1.823	-3.002	6.094	2V1n1V		
contig_1462	4669.000	phage	0.379	0.727	False	False	0.487	0.000	bacteria	0.000	2.000	0.000	0.000	0.772	1.738	4.250	0.580	-5.059	0.001	-5.273	0.438	2V		
contig_1464	2539.000	phage	0.207	0.537	False	False	0.466	0.000	eukarya	0.000	1.000	0.000	0.000	-1.487	0.000	2.922	0.000	-1.296	0.000	-4.785	0.000	1V		
contig_1465	3148.000	phage	0.030	0.937	False	False	0.520	0.000	bacteria	0.000	1.000	0.000	0.000	-0.229	0.000	5.609	0.000	-5.898	0.000	-4.281	0.000	1V		
contig_1466	8744.000	phage	0.333	0.348	True	False	0.490	0.000	bacteria	0.000	3.000	1.000	0.000	-1.106	1.516	2.746	4.070	-1.180	3.760	-5.055	0.083	3V1n		
contig_1467	14727.000	phage	0.486	0.629	False	False	0.495	0.000	bacteria	0.000	6.000	1.000	0.000	1.298	0.796	3.922	3.666	-4.715	6.902	-4.438	0.193	5V1n1V		
contig_1468	5807.000	phage	0.665	0.304	False	False	0.401	0.000	eukarya	0.000	1.000	1.000	0.000	-1.974	1.148	2.057	0.738	-1.021	6.559	-2.281	0.729	1V1n		
contig_1469	14375.000	phage	0.333	0.470	False	False	0.477	0.000	bacteria	0.000	7.000	0.000	0.000	0.744	0.857	3.980	0.573	-4.383	0.987	-4.801	0.820	7V		
contig_147	2885.000	phage	0.883	0.506	False	False	0.335	0.000	bacteria	0.000	1.000	0.000	0.000	1.487	0.000	2.531	0.000	-4.230	0.000	-2.305	0.000	1V		
contig_1470	8622.000	non-phage	0.574	0.539	False	False	0.524	0.000		1.000	0.000	3.000	0.000	-0.863	5.180	-1.783	0.406	2.623	1.615	-4.660	1.504	4n		
contig_1471	2530.000	phage	0.008	0.921	False	False	0.501	0.000	bacteria	0.000	1.000	0.000	0.000	-1.848	0.000	5.883	0.000	-5.145	0.000	-3.059	0.000	1V		
contig_1472	30538.000	phage	0.424	0.385	False	False	0.330	0.000	bacteria	0.000	14.000	0.000	0.000	0.463	0.599	3.338	0.639	-4.125	3.037	-3.646	0.739	14V		
contig_1473	32864.000	phage	0.529	0.673	False	False	0.680	0.000	bacteria	2.000	14.000	0.000	0.000	2.098	0.679	3.766	0.959	-5.836	1.264	-5.379	0.563	7V1n7V1n	ITR	13.000
contig_1475	6511.000	phage	0.092	0.628	False	False	0.479	0.000	bacteria	0.000	3.000	0.000	0.000	-1.562	1.184	4.387	1.205	-3.643	1.375	-3.912	1.479	3V		
contig_1474	31359.000	phage	0.779	0.593	False	False	0.307	0.000	bacteria	3.000	12.000	0.000	0.000	1.716	0.715	2.965	1.235	-6.121	2.338	-2.758	3.000	3V2n6V1n3V	DTR	15.000
contig_1476	10101.000	phage	0.408	0.267	False	False	0.516	0.000	bacteria	0.000	4.000	0.000	0.000	0.698	0.257	3.477	0.290	-2.596	0.469	-4.598	0.144	4V		
contig_1478	9884.000	phage	0.803	0.543	False	False	0.583	0.000	bacteria	3.000	1.000	0.000	0.000	2.014	0.247	2.357	1.125	-3.961	1.968	-4.949	0.417	1n1V2n	ITR	13.000
contig_1479	16245.000	phage	0.441	0.746	False	False	0.662	0.000	bacteria	2.000	5.000	0.000	0.000	2.207	1.203	3.143	2.701	-6.684	1.148	-4.043	3.768	4V2n1V		
contig_1477	44251.000	phage	0.492	0.711	False	False	0.580	0.000	bacteria	6.000	15.000	0.000	0.000	1.767	1.410	2.824	2.066	-5.344	2.633	-3.613	1.664	1n2V2n8V3n5V	DTR	55.000
contig_148	2681.000	phage	0.663	0.434	False	False	0.364	0.000	bacteria	0.000	1.000	0.000	0.000	1.666	0.000	3.277	0.000	-4.504	0.000	-3.617	0.000	1V		
contig_1483	8111.000	phage	0.226	0.661	False	False	0.573	0.000	bacteria	0.000	3.000	0.000	0.000	0.735	0.207	4.250	0.176	-4.641	0.335	-4.449	0.068	3V		
contig_1482	36875.000	phage	0.280	0.728	False	False	0.312	0.000	bacteria	0.000	18.000	0.000	0.000	0.475	0.977	4.352	1.102	-6.250	0.942	-3.488	0.484	18V	ITR	13.000
contig_1485	16835.000	phage	0.437	0.629	False	False	0.592	0.000	bacteria	3.000	5.000	0.000	0.000	1.707	1.414	2.893	2.508	-3.709	3.074	-4.438	0.147	1n1V1n2V1n2V		
contig_1488	20921.000	phage	0.060	0.867	False	False	0.396	0.000	bacteria	0.000	10.000	0.000	0.000	-1.363	0.277	5.137	1.538	-5.543	1.626	-2.715	0.249	10V		
contig_1489	2809.000	phage	0.581	0.871	False	False	0.389	0.000	bacteria	0.000	1.000	0.000	0.000	1.926	0.000	3.758	0.000	-6.543	0.000	-5.969	0.000	1V		
contig_149	3804.000	phage	0.073	0.742	False	False	0.329	0.000	bacteria	0.000	1.000	0.000	0.000	-0.033	0.000	4.766	0.000	-5.523	0.000	-3.209	0.000	1V		
contig_1490	2903.000	phage	0.514	0.806	False	False	0.552	0.000	bacteria	0.000	1.000	0.000	0.000	0.540	0.000	2.631	0.000	-4.625	0.000	-4.648	0.000	1V		
contig_1491	21380.000	phage	0.482	0.709	False	False	0.395	0.000	bacteria	0.000	10.000	0.000	0.000	1.104	0.642	3.557	0.653	-5.066	3.592	-3.393	0.781	10V		
contig_1492	5302.000	non-phage	0.572	0.656	False	False	0.604	0.000		1.000	1.000	0.000	0.000	2.705	0.865	1.539	1.219	-3.846	0.214	-4.500	0.250	1n1V		
contig_1484	68203.000	phage	0.040	0.840	False	False	0.373	0.000	bacteria	0.000	33.000	0.000	0.000	-2.109	0.981	6.160	2.199	-6.340	2.025	-3.828	1.163	33V		
contig_1493	13539.000	phage	0.721	0.288	False	False	0.303	0.000	bacteria	1.000	4.000	1.000	0.000	-0.324	0.979	1.682	1.273	-1.373	2.844	-1.653	1.099	1n3V1n1V		
contig_1494	5875.000	phage	0.003	0.977	False	False	0.434	0.000	bacteria	0.000	2.000	0.000	0.000	-1.684	0.007	6.730	0.017	-7.066	0.486	-4.594	0.747	2V		
contig_1495	3900.000	phage	0.416	0.450	False	False	0.585	0.000	bacteria	0.000	1.000	0.000	0.000	0.271	0.000	2.986	0.000	-1.575	0.000	-4.766	0.000	1V		
contig_1496	34012.000	phage	0.618	0.458	False	False	0.333	0.000	bacteria	3.000	13.000	0.000	0.000	0.855	0.990	2.887	1.070	-3.820	0.893	-3.100	0.771	4V2n8V1n1V		
contig_1497	34801.000	phage	0.062	0.930	False	False	0.340	0.000	bacteria	0.000	16.000	0.000	0.000	-0.604	0.267	5.230	1.006	-6.441	1.233	-3.797	0.600	16V		
